"uid","domainID","siteID","plotID","date","night","eventID","setTraps","disturbedTraps","samplingEffort","samplingProtocolVersion","identificationReferences","remarks","duplicateNightQF"
"4A6AD3DFFE004D629A8209A9BF4DBDD8","D03","OSBS","OSBS_005","2013-08-15",3,"MAM.OSBS.2013.08",100,4,96,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.)","2013 updated to 2014 data format",0
"526AE183DDEA4E4C8900D5984808EC50","D03","OSBS","OSBS_003","2013-08-15",3,"MAM.OSBS.2013.08",100,2,98,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","2013 updated to 2014 data format",0
"FD619161400C465BBB75CB1A7B6B5C3A","D03","OSBS","OSBS_005","2013-08-16",4,"MAM.OSBS.2013.08",99,2,97,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","2013 updated to 2014 data format",0
"41F61F5B2258444FB6AF286C1DF6F6C8","D03","OSBS","OSBS_002","2013-08-27",1,"MAM.OSBS.2013.09",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0
"4081B35289FA4311A039009E799906DA","D03","OSBS","OSBS_012","2013-08-27",1,"MAM.OSBS.2013.09",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.","no captures",0
"9E13D3C7D2F1429B83F3193A32959B0A","D03","OSBS","OSBS_004","2013-08-27",1,"MAM.OSBS.2013.09",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0
"71905378915746B68D8F20433B0A608B","D03","OSBS","OSBS_023","2013-08-27",1,"MAM.OSBS.2013.09",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0
"5ACAE68F48EA4D778F2F8EABA11BE88F","D03","OSBS","OSBS_002","2013-08-28",2,"MAM.OSBS.2013.09",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"0D3C3949DB444E47B7ED73F8335BEE3E","D03","OSBS","OSBS_012","2013-08-28",2,"MAM.OSBS.2013.09",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0
"7630BF9BE96A4A1593A69DDA49B42344","D03","OSBS","OSBS_004","2013-08-28",2,"MAM.OSBS.2013.09",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0
"B5FCF3D442C74C6CA006A6C68044F892","D03","OSBS","OSBS_023","2013-08-28",2,"MAM.OSBS.2013.09",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"A85FE08B98D24925A281709D9A65EBC1","D03","OSBS","OSBS_023","2013-08-29",3,"MAM.OSBS.2013.09",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"D9AE030F45AE441EAA13EA647E9B04AD","D03","OSBS","OSBS_012","2013-08-29",3,"MAM.OSBS.2013.09",100,1,99,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0
"D4AAC355C7714D938E85032E79BC0D72","D03","OSBS","OSBS_004","2013-08-29",3,"MAM.OSBS.2013.09",100,1,99,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0
"D2FEB44DD6DB4D9491F18876651526C3","D03","OSBS","OSBS_002","2013-08-29",3,"MAM.OSBS.2013.09",100,2,98,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"CFD303D394244FECB77B4C91B7C69755","D03","OSBS","OSBS_004","2013-09-11",1,"MAM.OSBS.2013.09",100,3,97,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"C645C0377ACE42C6A0209533218D97E7","D03","OSBS","OSBS_002","2013-09-11",1,"MAM.OSBS.2013.09",100,1,99,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0
"84F17D4A6F0B4B1486BC82F3833C413F","D03","OSBS","OSBS_005","2013-09-11",1,"MAM.OSBS.2013.09",100,7,93,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"751905D2352F4BAE9CC0CE5F6F95B3DF","D03","OSBS","OSBS_003","2013-09-11",1,"MAM.OSBS.2013.09",99,3,96,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0
"D34ED76B53144E87A3B06FADC00FEA17","D03","OSBS","OSBS_004","2013-09-12",2,"MAM.OSBS.2013.09",100,11,89,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"5826F023831C4DCA9D7057A25A189B77","D03","OSBS","OSBS_003","2013-09-12",2,"MAM.OSBS.2013.09",100,0,100,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"E07BA42A89ED451CAF4F5A3E9F2D676A","D03","OSBS","OSBS_005","2013-09-12",2,"MAM.OSBS.2013.09",93,12,81,,"2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,1
"79E12DCAF3A548D791F1D55F8692BD35","D03","OSBS","OSBS_003","2013-09-13",3,"MAM.OSBS.2013.09",95,0,95,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0
"22C7B389FDB5419B82A8BD82FBFE0F20","D03","OSBS","OSBS_005","2013-09-13",3,"MAM.OSBS.2013.09",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0
"286E95D5AD264E9BB8EAD7A0D384082B","D03","OSBS","OSBS_004","2013-09-13",3,"MAM.OSBS.2013.09",100,3,97,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0
"CD1465564F474284A486CF4CF253836E","D03","OSBS","OSBS_002","2013-09-13",2,"MAM.OSBS.2013.09",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0
"3ECF452707EC410A9F39C0950F5E963A","D03","OSBS","OSBS_012","2013-10-01",1,"MAM.OSBS.2013.10",100,3,97,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0
"E7C296E344D742F393D962E04322F8AC","D03","OSBS","OSBS_002","2013-10-01",1,"MAM.OSBS.2013.10",98,1,97,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0
"4E5B88E658334596B0E06A2E809EB90F","D03","OSBS","OSBS_023","2013-10-01",1,"MAM.OSBS.2013.10",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0
"9E9A109C666F4B5C93D66D0F099BF164","D03","OSBS","OSBS_023","2013-10-02",2,"MAM.OSBS.2013.10",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"DF07F42EF8D74BD6B48B79274DB93076","D03","OSBS","OSBS_002","2013-10-02",2,"MAM.OSBS.2013.10",100,1,99,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"19E365FB310442CB926C0E8A15AA19FE","D03","OSBS","OSBS_002","2013-10-03",3,"MAM.OSBS.2013.10",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"B9A6B22E56B248ED8C46262A949A0830","D03","OSBS","OSBS_023","2013-10-03",3,"MAM.OSBS.2013.10",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"75EE39C8876A4F4B8827F4D6F635A062","D03","OSBS","OSBS_004","2014-04-22",1,"MAM.OSBS.2014.05",90,0,90,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"E1E53ADFC0F6471B8BF3E674FB476BCA","D03","OSBS","OSBS_005","2014-04-22",1,"MAM.OSBS.2014.05",100,1,99,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"1039088B7F144B668BB5F1F67DF0C1CD","D03","OSBS","OSBS_003","2014-04-22",1,"MAM.OSBS.2014.05",10,5,5,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","first bout for the year",0
"AC89B814A3AD4CFFBF003AF976460EF8","D03","OSBS","OSBS_002","2014-04-22",1,"MAM.OSBS.2014.05",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"F6DC63F853844EF7B7941375A8A8AEF8","D03","OSBS","OSBS_004","2014-04-23",2,"MAM.OSBS.2014.05",100,11,89,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","raccoons disturbed plot",0
"8D361840F52B426C87E7EA846C358F58","D03","OSBS","OSBS_002","2014-04-23",2,"MAM.OSBS.2014.05",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"DA61C5905D0945EEBFD8CD878F5F06F1","D03","OSBS","OSBS_005","2014-04-23",2,"MAM.OSBS.2014.05",100,9,91,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"A44B9FEDBDBB46719E449BD7709D1948","D03","OSBS","OSBS_005","2014-04-24",3,"MAM.OSBS.2014.05",3,1,2,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"876E5B97B30247D9B3DC214727536C26","D03","OSBS","OSBS_002","2014-04-24",3,"MAM.OSBS.2014.05",100,14,86,,"NEON.DOC.001907vA or Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"382203BC32D242CB97890FE7FA0C90CB","D03","OSBS","OSBS_004","2014-04-24",3,"MAM.OSBS.2014.05",100,35,65,,"NEON.DOC.001907vA or Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","34 traps were disturbed and two went missing",0
"6A6D2D3E31DA49DFAE9B1D8C5A738F0F","D03","OSBS","OSBS_004","2014-05-20",1,"MAM.OSBS.2014.06",100,0,100,,"NEON.DOC.002167vA",,0
"141E14025757440080CE612B7C7F8323","D03","OSBS","OSBS_003","2014-05-21",1,"MAM.OSBS.2014.06",100,9,91,,"NEON.DOC.002167vA",,0
"ADFC91572C71490084E921840D2FC3DF","D03","OSBS","OSBS_004","2014-05-21",2,"MAM.OSBS.2014.06",100,0,100,,"NEON.DOC.002167vA",,0
"0E7ADBBFFC2B4A6D8121928FDB846755","D03","OSBS","OSBS_004","2014-05-22",3,"MAM.OSBS.2014.06",100,1,99,,"NEON.DOC.002167vA","No samples, both caught yesterday",0
"A57BB8EC5A804F5E9CF8E3973D84700C","D03","OSBS","OSBS_003","2014-05-22",2,"MAM.OSBS.2014.06",99,1,98,,"NEON.DOC.002167vA",,0
"C2DFAEDC814C47F0A085E73CE7A0862E","D03","OSBS","OSBS_004","2014-05-23",4,"MAM.OSBS.2014.06",100,1,99,,"NEON.DOC.002167vA",,0
"2B22B3CDC8DA4143A7FB7305F962015E","D03","OSBS","OSBS_002","2014-06-18",1,"MAM.OSBS.2014.07",99,0,99,,"NEON.DOC.002167vA",,0
"FDF9ECCC3C794BF5BCC2FCEA77F18B33","D03","OSBS","OSBS_004","2014-06-18",1,"MAM.OSBS.2014.07",100,1,99,,"NEON.DOC.002167vA",,0
"5633981EDCFF4F21A7D51C2480F46567","D03","OSBS","OSBS_003","2014-06-18",1,"MAM.OSBS.2014.07",100,0,100,,"NEON.DOC.002167vA",,0
"BED993AC141F48A087895B291A24F2C8","D03","OSBS","OSBS_005","2014-06-18",1,"MAM.OSBS.2014.07",100,2,98,,"NEON.DOC.002167vA",,0
"F2BCD5BEB96940EFA4781269BB622BFF","D03","OSBS","OSBS_012","2014-06-18",1,"MAM.OSBS.2014.07",100,0,100,,"NEON.DOC.002167vA",,0
"18A2CBF125FB4AD490172DD676F55A50","D03","OSBS","OSBS_023","2014-06-18",1,"MAM.OSBS.2014.07",100,0,100,,"NEON.DOC.002167vA",,0
"91F8D38BD1C84643A8F8A34170BEEC11","D03","OSBS","OSBS_012","2014-06-19",2,"MAM.OSBS.2014.07",100,0,100,,"NEON.DOC002167vA",,0
"456BC671BE5240858989D77B5F8E5DA6","D03","OSBS","OSBS_023","2014-06-19",2,"MAM.OSBS.2014.07",100,1,99,,"NEON.DOC.002167vA",,0
"5578926C49BA405A9DF6D5DB90CEAA9D","D03","OSBS","OSBS_002","2014-06-19",2,"MAM.OSBS.2014.07",100,2,98,,"NEON.DOC.002167vA",,0
"637D779621454458B492AE0B1E0566B5","D03","OSBS","OSBS_004","2014-06-19",2,"MAM.OSBS.2014.07",100,0,100,,"NEON.DOC.002167vA",,0
"8A3605122B944F36A4DC7B2E45E95704","D03","OSBS","OSBS_003","2014-06-19",2,"MAM.OSBS.2014.07",100,2,98,,"NEON.DOC.002167vA",,0
"CA1F3B9481AF422ABE8294B868A31FE7","D03","OSBS","OSBS_005","2014-06-19",2,"MAM.OSBS.2014.07",100,1,99,,"NEON.DOC.002167vA",,0
"1EE23DD9B05B43E389DEC579DDAC13A6","D03","OSBS","OSBS_012","2014-06-20",3,"MAM.OSBS.2014.07",100,0,100,,"NEON.DOC.002167vA",,0
"A0200B33AC2342D69CD73FE084851A32","D03","OSBS","OSBS_005","2014-06-20",3,"MAM.OSBS.2014.07",100,10,90,,"NEON.DOC.002167vA",,0
"3ADDD14A11834D41BD9CA6A6186D5C0B","D03","OSBS","OSBS_023","2014-06-20",3,"MAM.OSBS.2014.07",100,3,97,,"NEON.DOC.002167vA",,0
"DE1206EA5C65490C9C509E1818FA3544","D03","OSBS","OSBS_002","2014-06-20",3,"MAM.OSBS.2014.07",100,1,99,,"NEON.DOC.002167vA",,0
"FA26BEA9D21A440C8A913BA1D478ED2B","D03","OSBS","OSBS_004","2014-06-20",3,"MAM.OSBS.2014.07",100,0,100,,"NEON.DOC.002167vA",,0
"AA9159E18FEC433EA2EFDCC4CB60AEA7","D03","OSBS","OSBS_003","2014-06-20",3,"MAM.OSBS.2014.07",100,0,100,,"NEON.DOC.002167vA",,0
"A6F80C7F181A42F289C5F56ECE9FCCFC","D03","OSBS","OSBS_023","2014-07-22",1,"MAM.OSBS.2014.08",100,2,98,,"NEON.DOC.0019007vA",,0
"7BF892DA166F456894010EEDD78AEDC6","D03","OSBS","OSBS_004","2014-07-22",1,"MAM.OSBS.2014.08",100,0,100,,"Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0
"83972A0459D64F9AA547311764372923","D03","OSBS","OSBS_003","2014-07-22",1,"MAM.OSBS.2014.08",100,0,100,,"Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0
"15C46D6E2C834191811B17987D6A5808","D03","OSBS","OSBS_023","2014-07-23",2,"MAM.OSBS.2014.08",100,1,99,,"Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0
"54AF3FDD0D21489ABEA8E166A8FB6E8F","D03","OSBS","OSBS_004","2014-07-23",2,"MAM.OSBS.2014.08",100,0,100,,"Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0
"8DB93B98CD83422C949E33B26984DEB1","D03","OSBS","OSBS_003","2014-07-23",2,"MAM.OSBS.2014.08",100,3,97,,"Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,1
"28851140D7F4469EB2ED7E861EE8EC8C","D03","OSBS","OSBS_023","2014-07-24",3,"MAM.OSBS.2014.08",100,0,100,,"Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0
"7A2C91A57341497CA2478EFFF39EEC74","D03","OSBS","OSBS_004","2014-07-24",3,"MAM.OSBS.2014.08",100,1,99,," Peterson Field Guide to Mammals of North America;Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA","Data entered by employee in different domain with resulting errors (plots 4 and 3 were entered together). This is re-entered data, hopefully with no errors.",1
"5ADBBC1C30D2493BB04FC57F4E02A259","D03","OSBS","OSBS_003","2014-07-24",3,"MAM.OSBS.2014.08",11,3,8,," Peterson Field Guide to Mammals of North America","Data entered by employee from different domain with errors (plots 3 and 4 were combined. This is re-entered data solely for plot 3.",0
"BFD2F4D133D7434F9AE5C63DF8F65FAB","D03","OSBS","OSBS_023","2014-08-26",1,"MAM.OSBS.2014.09",100,0,100,,"Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA","no captures for plot",0
"50BA3AECC2804D38B1A2C13BFE4CD72E","D03","OSBS","OSBS_005","2014-08-26",1,"MAM.OSBS.2014.09",100,2,98,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","this is a FIX for OSBS_005 on 20140826",0
"8F3B9E2101B3438CB6D85BFC35DFD023","D03","OSBS","OSBS_012","2014-08-26",1,"MAM.OSBS.2014.09",99,7,92,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY;Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA","this is a FIX for OSBS_012 20140826",1
"DCFBE655B0A84772A7F1909B962117CC","D03","OSBS","OSBS_002","2014-08-26",1,"MAM.OSBS.2014.09",100,17,83,,"Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0
"57E360C17EDC4145B1E2C1DA331C08E1","D03","OSBS","OSBS_004","2014-08-26",1,"MAM.OSBS.2014.09",100,0,100,,"Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY;Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA","this is a FIX for OSBS_004 on 20140826",1
"7887240DB1AB44FBAF316878FD277029","D03","OSBS","OSBS_003","2014-08-26",1,"MAM.OSBS.2014.09",100,2,98,,"Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,1
"BCDF5F8096EB460FB9F98F3BCF6F90B7","D03","OSBS","OSBS_023","2014-08-27",2,"MAM.OSBS.2014.09",100,0,100,,"Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0
"41E7A64DA84A47A9980739595FFCABFF","D03","OSBS","OSBS_005","2014-08-27",2,"MAM.OSBS.2014.09",100,7,93,,"Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA","raccoon tracks on sand road",0
"48DDA9AC4E5848BBB187D5241E25B57D","D03","OSBS","OSBS_012","2014-08-27",2,"MAM.OSBS.2014.09",100,19,81,,"Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0
"C955476A4C0148FA9C618E3D07F92604","D03","OSBS","OSBS_004","2014-08-27",2,"MAM.OSBS.2014.09",99,1,98,,"Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0
"AB89296246F3408E92D17CFB634CCE54","D03","OSBS","OSBS_003","2014-08-27",2,"MAM.OSBS.2014.09",100,5,95,,"Peterson Field Guide to Mammals of North America 4th Ed., NEON.DOC.001907vA",,0
"D910D326A661412A983723887CD90B5F","D03","OSBS","OSBS_023","2014-08-28",3,"MAM.OSBS.2014.09",100,0,100,,"NEON.DOC.001907vA","no captures on this plot",0
"5D7F4440018F4E7A8E96DDBEAF7F0EC8","D03","OSBS","OSBS_005","2014-08-28",3,"MAM.OSBS.2014.09",100,2,98,,"NEON.DOC.001907vA",,0
"1A4AD758265747F9A81F9DCF41BEDC09","D03","OSBS","OSBS_012","2014-08-28",3,"MAM.OSBS.2014.09",100,7,93,,"NEON.DOC.001907vA",,0
"655B6B15E28742DF8E64F7B26340FDD1","D03","OSBS","OSBS_004","2014-08-28",3,"MAM.OSBS.2014.09",100,0,100,,"NEON.DOC.001907vA",,0
"A01B84723D65420B8B70109B550B28FE","D03","OSBS","OSBS_003","2014-08-28",3,"MAM.OSBS.2014.09",100,1,99,,"NEON.DOC.001907vA",,0
"36BC69D8D52A4FD89BD5357B8A5A2806","D03","OSBS","OSBS_023","2014-09-23",1,"MAM.OSBS.2014.10",100,1,99,,"NEON.DOC.001907vA","All traps were set with no captures (except one trap had a frog in it; E5)",0
"6A1CE07C3AA54A6FBDC166F4202BE206","D03","OSBS","OSBS_003","2014-09-23",1,"MAM.OSBS.2014.10",100,5,95,,"NEON.DOC.001907vA",,0
"2F1D89BFA39C48469EAB7AC0E5CF6610","D03","OSBS","OSBS_023","2014-09-24",2,"MAM.OSBS.2014.10",100,0,100,,"NEON.DOC.001907vA or Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","no captures",0
"30F1FA3840704B5A883033F7BDE5D47C","D03","OSBS","OSBS_004","2014-09-24",1,"MAM.OSBS.2014.10",100,1,99,,"NEON.DOC.001907vA or Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"CD676ADA9AA84767AF8F8D5D76EF88E3","D03","OSBS","OSBS_003","2014-09-24",2,"MAM.OSBS.2014.10",100,0,100,,"NEON.DOC.001907vA or Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
"B271084426114ED1A1CE313741F9EA94","D03","OSBS","OSBS_023","2014-09-25",3,"MAM.OSBS.2014.10",100,0,100,,"NEON.DOC.001907vA or Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","no captures",0
"E7A9C9020ECF4EDB80D9FA178A203DD5","D03","OSBS","OSBS_004","2014-09-25",2,"MAM.OSBS.2014.10",100,0,100,,"NEON.DOC.001907vA or Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0
