individualID,decimalLatitude,decimalLongitude,stemDiameter
NEON.PLA.D16.ABBY.00576,45.76217503657826,-122.33290648211279,59.43333333333334
NEON.PLA.D16.ABBY.00588,45.762107845341454,-122.3328656368455,19.3
NEON.PLA.D16.ABBY.00582,45.7621038746927,-122.33290866226436,18.733333333333334
NEON.PLA.D16.ABBY.00533,45.76210775460663,-122.33288457756316,17.75
NEON.PLA.D16.ABBY.00579,45.76074389070525,-122.33179518223405,9.3
NEON.PLA.D16.ABBY.00589,45.76223779004496,-122.33285785241847,68.025
NEON.PLA.D16.ABBY.00578,45.760597566989205,-122.33179113210251,9.8
NEON.PLA.D16.ABBY.00546,45.76039061732928,-122.33158836321857,62.95
NEON.PLA.D16.ABBY.00710,45.76234698939571,-122.33142418936124,11.75
NEON.PLA.D16.ABBY.00724,45.762387900645685,-122.33125326715529,1.9666666666666666
NEON.PLA.D16.ABBY.00717,45.76243690392085,-122.33125100135352,8.95
NEON.PLA.D16.ABBY.00716,45.76244272750626,-122.33123164006837,9.3
NEON.PLA.D16.ABBY.00721,45.762413643597995,-122.33116624312265,7.825
NEON.PLA.D16.ABBY.00714,45.76226847355356,-122.3312580238885,9.025
NEON.PLA.D16.ABBY.00712,45.76229500388494,-122.33131353228691,10.65
NEON.PLA.D16.ABBY.00718,45.762426185318326,-122.33120694441158,10.725
NEON.PLA.D16.ABBY.00720,45.762413604229515,-122.33116587029242,2.1666666666666665
NEON.PLA.D16.ABBY.00643,45.762507836753706,-122.33134434846225,11.375
NEON.PLA.D16.ABBY.00732,45.76133754427131,-122.33083057322104,9.866666666666667
NEON.PLA.D16.ABBY.00669,45.7614846483691,-122.33102644673309,10.333333333333334
NEON.PLA.D16.ABBY.00709,45.762326763174904,-122.3314077180343,10.366666666666667
NEON.PLA.D16.ABBY.00742,45.76124869495805,-122.33098057077075,10.133333333333333
NEON.PLA.D16.ABBY.00675,45.76141821911662,-122.33094961199629,13.9
NEON.PLA.D16.ABBY.00731,45.76135234092697,-122.33079336372862,9.566666666666666
NEON.PLA.D16.ABBY.00678,45.761445240949136,-122.33094884325342,9.633333333333333
NEON.PLA.D16.ABBY.00674,45.76138038622803,-122.33093273341085,1.7
NEON.PLA.D16.ABBY.00680,45.76144113707653,-122.33104734774369,10.2
NEON.PLA.D16.ABBY.00654,45.76257183202451,-122.33131495930927,12.5
NEON.PLA.D16.ABBY.00726,45.762386568408296,-122.33117636036482,9.025
NEON.PLA.D16.ABBY.00725,45.762399080733026,-122.33122358265268,9.1
NEON.PLA.D16.ABBY.00722,45.76239252453832,-122.3312557513503,10.05
NEON.PLA.D16.ABBY.00666,45.76148187305077,-122.33099123104303,11.733333333333333
NEON.PLA.D16.ABBY.00727,45.76237682030492,-122.33120760054919,7.625
NEON.PLA.D16.ABBY.00711,45.76228162281767,-122.33139095383929,9.5
NEON.PLA.D16.ABBY.00682,45.76145724023824,-122.33100718131779,10.866666666666667
NEON.PLA.D16.ABBY.00672,45.76138552601923,-122.33102624639666,11.466666666666667
NEON.PLA.D16.ABBY.00740,45.761269932935704,-122.33096132064631,13
NEON.PLA.D16.ABBY.00733,45.76132692725284,-122.33087412756642,10.9
NEON.PLA.D16.ABBY.00736,45.761322327789344,-122.33080236947228,10.466666666666667
NEON.PLA.D16.ABBY.00673,45.76137890104489,-122.33098448489561,10.266666666666667
NEON.PLA.D16.ABBY.00738,45.76129956504582,-122.3308923950162,10.833333333333334
NEON.PLA.D16.ABBY.00664,45.7615395266429,-122.33095571727416,9.2
NEON.PLA.D16.ABBY.00730,45.761343263873904,-122.33094283962576,140.03333333333333
NEON.PLA.D16.ABBY.00670,45.76141114193083,-122.33104660823217,8.666666666666666
NEON.PLA.D16.ABBY.00702,45.76229451546414,-122.3314199636603,7.925
NEON.PLA.D16.ABBY.00713,45.76232194023264,-122.33130615144565,9.45
NEON.PLA.D16.ABBY.00728,45.762368945113565,-122.3312394190458,8.675
NEON.PLA.D16.ABBY.00668,45.76151270501026,-122.3310053877255,11.3
NEON.PLA.D16.ABBY.00679,45.761425224355804,-122.33099620917444,8.333333333333334
NEON.PLA.D16.ABBY.00699,45.7623512174439,-122.3285459233343,3.7
NEON.PLA.D16.ABBY.00684,45.762398100000695,-122.32848473175264,2.9
NEON.PLA.D16.ABBY.00695,45.762396889505105,-122.32857604505955,5.7
NEON.PLA.D16.ABBY.00811,45.76236751439242,-122.32831846340483,66.075
NEON.PLA.D16.ABBY.00810,45.76225505710213,-122.32838538301257,80.93333333333334
NEON.PLA.D16.ABBY.00689,45.762414081573496,-122.32853981238148,5
NEON.PLA.D16.ABBY.00809,45.76225671012724,-122.32842918871224,63.65
NEON.PLA.D16.ABBY.00687,45.76239027963839,-122.3285089647273,3.025
NEON.PLA.D16.ABBY.00697,45.76238016608679,-122.32855279887131,4.8
NEON.PLA.D16.ABBY.00685,45.762399610781614,-122.32847311192243,2.566666666666667
NEON.PLA.D16.ABBY.00012,45.76219037846177,-122.32348118174572,171.1
NEON.PLA.D16.ABBY.00130,45.76209804407221,-122.3236283120665,41.7
NEON.PLA.D16.ABBY.00013,45.76216371713036,-122.32350910957403,92.63333333333333
NEON.PLA.D16.ABBY.00129,45.76212418039706,-122.32362502002597,35.13333333333333
NEON.PLA.D16.ABBY.00948,45.76260583273044,-122.33121083687043,11.933333333333334
NEON.PLA.D16.ABBY.00946,45.76256038172887,-122.33125627283327,13.533333333333333
NEON.PLA.D16.ABBY.00947,45.76259915124713,-122.33124926803023,11.7
NEON.PLA.D16.ABBY.00660,45.76262290682723,-122.33134271206033,42.225
NEON.PLA.D16.ABBY.00542,45.76249120699199,-122.3312858967831,13.225
NEON.PLA.D16.ABBY.00136,45.76903210246154,-122.36087601025126,68.2
NEON.PLA.D16.ABBY.00040,45.76299886016278,-122.32469798595548,12.066666666666666
NEON.PLA.D16.ABBY.00028,45.76279179241239,-122.32452243739142,68.9
NEON.PLA.D16.ABBY.00029,45.762898150129004,-122.32445803083519,40.4
NEON.PLA.D16.ABBY.00054,45.7629853957065,-122.32485713426222,11.3
NEON.PLA.D16.ABBY.00026,45.762750443085956,-122.32442496944853,59.68
NEON.PLA.D16.ABBY.00041,45.76300969656463,-122.3248246412578,11.7
NEON.PLA.D16.ABBY.00030,45.76289553526411,-122.32439639403928,135.83333333333334
NEON.PLA.D16.ABBY.00039,45.76295625870722,-122.32462948160364,11.2
NEON.PLA.D16.ABBY.00023,45.76279875572156,-122.32438887613017,35.5
NEON.PLA.D16.ABBY.00025,45.76279612201936,-122.32446828235652,30.466666666666665
NEON.PLA.D16.ABBY.00024,45.76283132070704,-122.32445188009268,75.93333333333334
NEON.PLA.D16.ABBY.00048,45.76123837767681,-122.32499578108566,44.166666666666664
NEON.PLA.D16.ABBY.00049,45.76120920243539,-122.32501050643727,38.333333333333336
NEON.PLA.D16.ABBY.00057,45.761250827260426,-122.32504825369598,75.2
NEON.PLA.D16.ABBY.00058,45.761266775444376,-122.32506800975185,52.96666666666667
NEON.PLA.D16.ABBY.00342,45.763778835812545,-122.33000868384234,7.4
NEON.PLA.D16.ABBY.00373,45.763626911807535,-122.3297931379477,8.533333333333333
NEON.PLA.D16.ABBY.00369,45.7636941382226,-122.32979604488493,1.45
NEON.PLA.D16.ABBY.00326,45.76361913079654,-122.33020405142618,2.25
NEON.PLA.D16.ABBY.00343,45.763751683245026,-122.3300178818105,8
NEON.PLA.D16.ABBY.00349,45.763782860555956,-122.33009455804793,2.2
NEON.PLA.D16.ABBY.00398,45.76363724692066,-122.33026196759006,8
NEON.PLA.D16.ABBY.00346,45.763715067084064,-122.33005431505525,6.7
NEON.PLA.D16.ABBY.00348,45.76377641283829,-122.33012698267368,6.6
NEON.PLA.D16.ABBY.00325,45.76362339132968,-122.33018644801581,1.8
NEON.PLA.D16.ABBY.00301,45.76366443637891,-122.33026878137996,3.45
NEON.PLA.D16.ABBY.00365,45.763720979529666,-122.32978618808448,7.199999999999999
NEON.PLA.D16.ABBY.00350,45.76376684095112,-122.33005671359389,5.966666666666667
NEON.PLA.D16.ABBY.00367,45.76372078762311,-122.32986295748121,2.7
NEON.PLA.D16.ABBY.00361,45.763773920482286,-122.3297737408516,9.5
NEON.PLA.D16.ABBY.00378,45.76378235294261,-122.32981182762535,3.45
NEON.PLA.D16.ABBY.00362,45.763774197791314,-122.3297931556844,1.7
NEON.PLA.D16.ABBY.00323,45.76365050070678,-122.33015941962115,2.05
NEON.PLA.D16.ABBY.00371,45.763685051108624,-122.32979006853847,1.2
NEON.PLA.D16.ABBY.00324,45.76362339132968,-122.33018644801581,2.4
NEON.PLA.D16.ABBY.00347,45.76373260711129,-122.33004702617353,8.85
NEON.PLA.D16.ABBY.00360,45.76377769262917,-122.3297690870585,1.8333333333333333
NEON.PLA.D16.ABBY.00366,45.763714078683044,-122.32980593454336,1.85
NEON.PLA.D16.ABBY.00368,45.76369675801253,-122.32985407219088,5.75
NEON.PLA.D16.ABBY.00344,45.763737661888705,-122.33001604339347,1.65
NEON.PLA.D16.ABBY.00372,45.76365403594781,-122.32977664484032,5.95
NEON.PLA.D16.ABBY.00364,45.76374308060607,-122.32981512570639,7.05
NEON.PLA.D16.ABBY.00396,45.76362852437684,-122.33025142799663,2.533333333333333
NEON.PLA.D16.ABBY.00345,45.76371812389043,-122.33002064106888,1.1
NEON.PLA.D16.ABBY.00377,45.763639437746036,-122.32983779680393,1.2999999999999998
NEON.PLA.D16.ABBY.00375,45.76366502550813,-122.32982870830986,3.05
NEON.PLA.D16.ABBY.00327,45.763628513354824,-122.3302138417795,1.9000000000000001
NEON.PLA.D16.ABBY.00399,45.763687227177066,-122.33024802417803,2
NEON.PLA.D16.ABBY.00302,45.76365561738184,-122.33017572698928,2.9
NEON.PLA.D16.ABBY.00363,45.763744652956305,-122.32977047959587,7.8
NEON.PLA.D16.ABBY.00019,45.763620968234385,-122.33026741343227,3.8
NEON.PLA.D16.ABBY.00018,45.76367743695773,-122.33019325501634,6.050000000000001
NEON.PLA.D16.ABBY.00376,45.76363149558933,-122.32984984925862,1.85
NEON.PLA.D16.ABBY.00395,45.763686163896935,-122.32978916604316,1.75
NEON.PLA.D16.ABBY.00400,45.76368556138339,-122.33024057999135,4.449999999999999
NEON.PLA.D16.ABBY.00374,45.7636349965658,-122.32983268529554,3.466666666666667
NEON.PLA.D16.ABBY.00337,45.76370562355977,-122.3302329452638,3.2
NEON.PLA.D16.ABBY.00303,45.7637076401368,-122.33017232598736,7.25
NEON.PLA.D16.ABBY.00370,45.763696043384,-122.32980022733899,8.100000000000001
NEON.PLA.D16.ABBY.00017,45.76369945499585,-122.33026511333108,7.6
NEON.PLA.D16.ABBY.00771,45.763638676666375,-122.32781751618877,1.3333333333333333
NEON.PLA.D16.ABBY.00886,45.76356822366854,-122.32833074550928,1.25
NEON.PLA.D16.ABBY.00880,45.7636973086634,-122.32829029993934,1.2333333333333334
NEON.PLA.D16.ABBY.00279,45.76357512035641,-122.32825172834909,11.166666666666666
NEON.PLA.D16.ABBY.00800,45.76354806617945,-122.32804509168041,1.6
NEON.PLA.D16.ABBY.00876,45.763693924861904,-122.32829045100156,1.9600000000000002
NEON.PLA.D16.ABBY.00763,45.76365787861015,-122.32786249434923,2
NEON.PLA.D16.ABBY.00280,45.76358437518227,-122.32820631898888,13.5
NEON.PLA.D16.ABBY.00907,45.76355930494656,-122.32805251748839,13.8
NEON.PLA.D16.ABBY.00766,45.76365185504338,-122.32787842977159,1.6
NEON.PLA.D16.ABBY.00281,45.7635827355963,-122.32814822762221,11.766666666666667
NEON.PLA.D16.ABBY.00283,45.763671380504675,-122.32812194544178,12.6
NEON.PLA.D16.ABBY.00284,45.76368176985112,-122.32826294171453,11.6
NEON.PLA.D16.ABBY.00759,45.76367371051247,-122.32785819456063,9.299999999999999
NEON.PLA.D16.ABBY.00757,45.76351752178987,-122.32802060687284,2.3
NEON.PLA.D16.ABBY.00878,45.76369631387056,-122.3282974215797,1
NEON.PLA.D16.ABBY.00884,45.76369365822852,-122.3282770518231,1.6666666666666667
NEON.PLA.D16.ABBY.00883,45.76369759763851,-122.32828624623966,1.8666666666666667
NEON.PLA.D16.ABBY.00277,45.76368569781081,-122.32830063964231,2.861111111111111
NEON.PLA.D16.ABBY.00758,45.76351806129513,-122.32802991662636,1.5666666666666667
NEON.PLA.D16.ABBY.00383,45.76066987144516,-122.32855367081382,97.33333333333333
NEON.PLA.D16.ABBY.00382,45.76046365198975,-122.3286953715063,10.025
NEON.PLA.D16.ABBY.00909,45.76357763985384,-122.32806941699526,11.266666666666666
NEON.PLA.D16.ABBY.00885,45.76369414845763,-122.32827287131215,1.38
NEON.PLA.D16.ABBY.00798,45.76354303296503,-122.32805278592014,1.25
NEON.PLA.D16.ABBY.00282,45.763635194834244,-122.32812667405918,13.233333333333333
NEON.PLA.D16.ABBY.00787,45.76356038104588,-122.32833394113239,3.7
NEON.PLA.D16.ABBY.01002,45.76071407675374,-122.331590169637,12.233333333333333
NEON.PLA.D16.ABBY.01003,45.76058189483839,-122.33155881099641,156.7
NEON.PLA.D16.ABBY.01007,45.76049393150039,-122.33172527818562,13.333333333333334
NEON.PLA.D16.ABBY.00296,45.76070291568046,-122.33010694999847,10.966666666666667
NEON.PLA.D16.ABBY.00932,45.760553091509436,-122.33181326191091,11.9
NEON.PLA.D16.ABBY.01001,45.760667273800586,-122.33174319834424,12.2
NEON.PLA.D16.ABBY.01010,45.76120802763673,-122.33089588862008,12.5
NEON.PLA.D16.ABBY.01013,45.76121952379713,-122.33084900813576,12.566666666666666
NEON.PLA.D16.ABBY.01008,45.761216575718755,-122.3309257412043,13.3
NEON.PLA.D16.ABBY.00894,45.76238304312376,-122.33128701603295,13.8
NEON.PLA.D16.ABBY.00900,45.76243811643581,-122.33137889470248,12.533333333333333
NEON.PLA.D16.ABBY.01012,45.76120438924689,-122.330815620131,14.733333333333333
NEON.PLA.D16.ABBY.01006,45.76151203128056,-122.33085719509512,13.833333333333334
NEON.PLA.D16.ABBY.00945,45.762519041257875,-122.33127889970451,15
NEON.PLA.D16.ABBY.01005,45.76150450062671,-122.330904854283,14
NEON.PLA.D16.ABBY.00929,45.76153356962003,-122.33079750344335,11.733333333333334
NEON.PLA.D16.ABBY.01004,45.76147551924118,-122.33090779643022,13.266666666666667
NEON.PLA.D16.ABBY.00895,45.76241770395577,-122.33125776729091,10.333333333333332
NEON.PLA.D16.ABBY.00950,45.76240567919517,-122.3313826889031,13.266666666666666
NEON.PLA.D16.ABBY.00949,45.76246245210158,-122.33120042004653,11.6
NEON.PLA.D16.ABBY.01011,45.761318900027064,-122.33099276159955,14.05
NEON.PLA.D16.ABBY.00825,45.761687490362476,-122.32724708188066,10.55
NEON.PLA.D16.ABBY.01103,45.76146429505073,-122.32746257069422,12.2
NEON.PLA.D16.ABBY.00838,45.76178196736829,-122.32713467380128,11.025
NEON.PLA.D16.ABBY.00850,45.76161845267481,-122.32744013401918,12.425
NEON.PLA.D16.ABBY.00987,45.76224844172202,-122.32838405371076,57.666666666666664
NEON.PLA.D16.ABBY.00986,45.76241632740263,-122.32865572662074,12.066666666666666
NEON.PLA.D16.ABBY.00851,45.7616075372833,-122.32739643967432,9.05
NEON.PLA.D16.ABBY.00820,45.76167380616817,-122.32731485257275,12.466666666666667
NEON.PLA.D16.ABBY.00828,45.76162190112367,-122.32727176241082,10
NEON.PLA.D16.ABBY.00830,45.76164388922133,-122.32723351757699,11.675
NEON.PLA.D16.ABBY.01186,45.76231854818132,-122.33292644693927,10.766666666666666
NEON.PLA.D16.ABBY.00014,45.763699543869805,-122.33021570349472,8.45
NEON.PLA.D16.ABBY.00575,45.762177249115815,-122.33288260062879,26.933333333333334
NEON.PLA.D16.ABBY.01235,45.7620143840628,-122.33292136647773,18.3
NEON.PLA.D16.ABBY.00133,45.76892869771133,-122.36091189300855,58
NEON.PLA.D16.ABBY.00134,45.768922571751844,-122.36094289624843,37.9
NEON.PLA.D16.ABBY.00131,45.768963961650016,-122.36088558590464,68.1
NEON.PLA.D16.ABBY.00132,45.76895768592962,-122.36090873254406,60.1
NEON.PLA.D16.ABBY.00135,45.7688555043054,-122.36093028056295,54.7
NEON.PLA.D16.ABBY.00022,45.76894974880242,-122.36104765557272,54.1
NEON.PLA.D16.ABBY.00020,45.768861147440106,-122.36106274799432,92.2
NEON.PLA.D16.ABBY.00016,45.76885153410212,-122.36105793450493,13.4
NEON.PLA.D16.ABBY.00021,45.76895662259146,-122.36112676589947,20.2
NEON.PLA.D16.ABBY.01276,45.765657215681514,-122.2996124895845,1.8
NEON.PLA.D16.ABBY.01098,45.76553557828315,-122.29944514916755,1.05
NEON.PLA.D16.ABBY.01246,45.76555210102394,-122.299677526916,1.1
NEON.PLA.D16.ABBY.01291,45.768646257882224,-122.29876898003178,1.8
NEON.PLA.D16.ABBY.01266,45.76556420433296,-122.29942599784954,1.4
NEON.PLA.D16.ABBY.01037,45.765536138951546,-122.29965762472094,1.4
NEON.PLA.D16.ABBY.01294,45.76866112225805,-122.29880163107454,1.5
NEON.PLA.D16.ABBY.01271,45.76850320747968,-122.29876001599395,1.5
NEON.PLA.D16.ABBY.01273,45.765623033524854,-122.29952881652639,2.1
NEON.PLA.D16.ABBY.01255,45.76569115992586,-122.29962746864186,1.3
NEON.PLA.D16.ABBY.01274,45.765657192064374,-122.29961898031046,1.2
NEON.PLA.D16.ABBY.01256,45.768515562319266,-122.29884823221023,1.5
NEON.PLA.D16.ABBY.01237,45.768525742574795,-122.2987453162885,1
NEON.PLA.D16.ABBY.01285,45.76853018899133,-122.29865569521523,1.8
NEON.PLA.D16.ABBY.01278,45.76564817486743,-122.29962261984267,1.5333333333333334
NEON.PLA.D16.ABBY.01099,45.76553042027391,-122.29945800799955,1.1
NEON.PLA.D16.ABBY.01249,45.76563669098485,-122.29963412220893,1.5
NEON.PLA.D16.ABBY.01306,45.74333255362826,-122.35904686127554,5
NEON.PLA.D16.ABBY.01418,45.743392341824176,-122.35897425851104,1.2
NEON.PLA.D16.ABBY.01411,45.74339126907978,-122.35895060882706,2.2
NEON.PLA.D16.ABBY.01333,45.744584665360705,-122.38167452114548,12.5
NEON.PLA.D16.ABBY.01435,45.744549468971776,-122.38169231699598,14
NEON.PLA.D16.ABBY.01493,45.74465486583474,-122.38170934960671,8.15
NEON.PLA.D16.ABBY.01355,45.74466804387637,-122.38162551581766,19.6
NEON.PLA.D16.ABBY.01441,45.74453052707544,-122.38176291072885,12.3
NEON.PLA.D16.ABBY.01345,45.744510904517995,-122.38156233425809,10.15
NEON.PLA.D16.ABBY.01356,45.744654819391386,-122.38164978347362,11.9
NEON.PLA.D16.ABBY.01482,45.74465322621847,-122.38176661777561,12.8
NEON.PLA.D16.ABBY.01444,45.744499750238,-122.38167866957382,14.8
NEON.PLA.D16.ABBY.01463,45.74452992507111,-122.38160457971195,10
NEON.PLA.D16.ABBY.01445,45.74457945545246,-122.38173360935635,17.8
NEON.PLA.D16.ABBY.01373,45.74459792102092,-122.38170881770479,14
NEON.PLA.D16.ABBY.01442,45.74451212313908,-122.38169795283756,12
NEON.PLA.D16.ABBY.01494,45.7445957829466,-122.38169098951904,12.2
NEON.PLA.D16.ABBY.01476,45.744650501154496,-122.38158004619214,12.2
NEON.PLA.D16.ABBY.01427,45.74538616783996,-122.37273261817163,1.7
NEON.PLA.D16.ABBY.01346,45.74453184439143,-122.38159198163734,18.8
NEON.PLA.D16.ABBY.01495,45.744599269709504,-122.38173210334742,107.2
NEON.PLA.D16.ABBY.01443,45.74453623681764,-122.38172665791922,14.6
NEON.PLA.D16.ABBY.01439,45.744523240396965,-122.38167226274085,15.6
NEON.PLA.D16.ABBY.01366,45.744679310153906,-122.38175596804997,12.8
NEON.PLA.D16.ABBY.01450,45.744586756902464,-122.38159866610886,11.5
NEON.PLA.D16.ABBY.01462,45.74455242769866,-122.38162615818774,11.2
NEON.PLA.D16.ABBY.01423,45.7454034506284,-122.37269941242525,1.2
NEON.PLA.D16.ABBY.01437,45.745298679437646,-122.37281380408318,1
NEON.PLA.D16.ABBY.01496,45.74463219260083,-122.3817191078735,108.8
NEON.PLA.D16.ABBY.02600,45.744535589338945,-122.38161902058798,10.4
NEON.PLA.D16.ABBY.02599,45.744612709853754,-122.38163344448037,10.4
NEON.PLA.D16.ABBY.02598,45.74454405190328,-122.3816361930125,13.7
NEON.PLA.D16.ABBY.02658,45.771316679054465,-122.35533870116367,42.6
NEON.PLA.D16.ABBY.02713,45.776497007487045,-122.37603476607839,17.2
NEON.PLA.D16.ABBY.02783,45.77649133053194,-122.37587095032623,49.5
NEON.PLA.D16.ABBY.02726,45.776558225183436,-122.37583324499661,20
NEON.PLA.D16.ABBY.02708,45.77653525579428,-122.37594360166526,28.2
NEON.PLA.D16.ABBY.02725,45.77658131450889,-122.3758627652626,40.5
NEON.PLA.D16.ABBY.02712,45.77647388406312,-122.37602616445092,52.5
NEON.PLA.D16.ABBY.02729,45.776586106434564,-122.3758111885542,48.6
NEON.PLA.D16.ABBY.02723,45.77655390929013,-122.37592835242627,27.7
NEON.PLA.D16.ABBY.01706,45.771395079611935,-122.35532155419027,66.4
NEON.PLA.D16.ABBY.02538,45.77130426386516,-122.35510725530295,11.9
NEON.PLA.D16.ABBY.01506,45.771340040013506,-122.35524443252892,80.7
NEON.PLA.D16.ABBY.02779,45.77653797907472,-122.37586920433728,48.9
NEON.PLA.D16.ABBY.02711,45.776535834813785,-122.37603123672156,47.9
NEON.PLA.D16.ABBY.02780,45.77654163676007,-122.37584498448376,26.5
NEON.PLA.D16.ABBY.02710,45.776522795927555,-122.37601304076617,40.5
NEON.PLA.D16.ABBY.02706,45.77647962683092,-122.37584293796824,29.8
NEON.PLA.D16.ABBY.02724,45.776577575065126,-122.3759224090701,45.7
NEON.PLA.D16.ABBY.02659,45.77132618428478,-122.35514380939843,22.9
NEON.PLA.D16.ABBY.02537,45.77129832905538,-122.35510372830178,59.2
NEON.PLA.D16.ABBY.02721,45.7765897454122,-122.37604953301155,38
NEON.PLA.D16.ABBY.02709,45.77653556618619,-122.37598311601795,24.6
NEON.PLA.D16.ABBY.02717,45.776552354814704,-122.37596188887609,27.8
NEON.PLA.D16.ABBY.02782,45.77647102021988,-122.37588962625094,28.7
NEON.PLA.D16.ABBY.02722,45.7765522889267,-122.37589181451735,35.8
NEON.PLA.D16.ABBY.02539,45.77130580120768,-122.355185258097,67.9
NEON.PLA.D16.ABBY.02657,45.7713564241636,-122.35521296121242,31
NEON.PLA.D16.ABBY.02714,45.77647250526516,-122.37593542578152,29.7
NEON.PLA.D16.ABBY.02707,45.77653744658881,-122.37591966808557,29.9
NEON.PLA.D16.ABBY.02781,45.77652342324307,-122.37584336273699,20.6
NEON.PLA.D16.ABBY.02720,45.77659913833069,-122.37602328144006,29.6
NEON.PLA.D16.ABBY.02719,45.77655272813325,-122.37599550974161,54.5
NEON.PLA.D16.ABBY.02792,45.776574806792084,-122.37582132264014,27.4
NEON.PLA.D16.ABBY.01565,45.76193403186147,-122.3711084804882,14.5
NEON.PLA.D16.ABBY.01520,45.76199079292235,-122.37117308868166,11.7
NEON.PLA.D16.ABBY.02946,45.764573605996006,-122.3867292303279,111.9
