PlotID	SpCode	TreeGirth1	TreeGirth2	TreeGirth3	TreeGirth4	TreeGirth5
BSP63	Acaccate	17	0	0	0	0
BSP63	Acaccate	19	0	0	0	0
BSP63	Acaccate	24	0	0	0	0
BSP63	Acaccate	25	0	0	0	0
BSP63	Acaccate	28	0	0	0	0
BSP63	Acaccate	32	0	0	0	0
BSP63	Acaccate	34	0	0	0	0
BSP63	Acaccate	35	0	0	0	0
BSP93	Acaccate	20	19	18	0	0
BSP93	Acaccate	98	0	0	0	0
BSP63	Acacchun	13	0	0	0	0
BSP63	Acacchun	20	0	0	0	0
BSP63	Acacchun	22	0	0	0	0
BSP100	Acacleuc	16	0	0	0	0
BSP100	Acacleuc	17	0	0	0	0
BSP100	Acacleuc	25	0	0	0	0
BSP100	Acacleuc	49	0	0	0	0
BSP100	Acacleuc	66	37	0	0	0
BSP46	Acacpenn	12	0	0	0	0
BSP46	Acacpenn	16	0	0	0	0
BSP46	Acacpenn	17	0	0	0	0
BSP46	Acacpenn	18	0	0	0	0
BSP46	Acacpenn	19	16	0	0	0
BSP46	Acacpenn	20	19	0	0	0
BSP46	Acacpenn	20	13	12	0	0
BSP46	Acacpenn	20	0	0	0	0
BSP46	Acacpenn	22	0	0	0	0
BSP46	Acacpenn	23	0	0	0	0
BSP46	Acacpenn	29	24	0	0	0
BSP46	Acacpenn	30	17	0	0	0
BSP46	Acacpenn	30	0	0	0	0
BSP46	Acacpenn	34	0	0	0	0
BSP46	Acacpenn	40	37	0	0	0
BSP46	Acacpenn	49	32	0	0	0
BSP46	Acacpenn	53	0	0	0	0
BSP47	Acacpenn	15	0	0	0	0
BSP47	Acacpenn	20	14	0	0	0
BSP47	Acacpenn	22	15	0	0	0
BSP47	Acacpenn	22	0	0	0	0
BSP47	Acacpenn	30	0	0	0	0
BSP49	Acacpenn	27	0	0	0	0
BSP49	Acacpenn	36	0	0	0	0
BSP49	Acacpenn	41	0	0	0	0
BSP50	Acacpenn	66	37	0	0	0
BSP53	Acacpenn	13	0	0	0	0
BSP53	Acacpenn	21	0	0	0	0
BSP53	Acacpenn	33	0	0	0	0
BSP63	Acacpenn	11	0	0	0	0
BSP63	Acacpenn	14	0	0	0	0
BSP64	Acacpenn	22	18	17	0	0
BSP64	Acacpenn	43	27	0	0	0
BSP64	Acacpenn	50	21	17	0	0
BSP64	Acacpenn	61	0	0	0	0
BSP72	Acacpenn	24	0	0	0	0
BSP84	Acacpenn	168	0	0	0	0
BSP1	Acacsinu	12	0	0	0	0
BSP1	Acacsinu	13	0	0	0	0
BSP1	Acacsinu	13	0	0	0	0
BSP1	Acacsinu	14	0	0	0	0
BSP1	Acacsinu	14	0	0	0	0
BSP1	Acacsinu	15	0	0	0	0
BSP1	Acacsinu	17	0	0	0	0
BSP1	Acacsinu	18	0	0	0	0
BSP1	Acacsinu	18	0	0	0	0
BSP1	Acacsinu	23	0	0	0	0
BSP1	Acacsinu	24	20	0	0	0
BSP1	Acacsinu	24	0	0	0	0
BSP1	Acacsinu	25	0	0	0	0
BSP1	Acacsinu	32	19	0	0	0
BSP1	Acacsinu	33	0	0	0	0
BSP1	Acacsinu	35	0	0	0	0
BSP1	Acacsinu	38	0	0	0	0
BSP1	Acacsinu	42	0	0	0	0
BSP100	Acacsinu	12	0	0	0	0
BSP101	Acacsinu	40	0	0	0	0
BSP14	Acacsinu	11	11	0	0	0
BSP22	Acacsinu	63	52	0	0	0
BSP25	Acacsinu	13	0	0	0	0
BSP25	Acacsinu	16	12	0	0	0
BSP25	Acacsinu	20	0	0	0	0
BSP25	Acacsinu	22	0	0	0	0
BSP25	Acacsinu	26	0	0	0	0
BSP25	Acacsinu	32	0	0	0	0
BSP25	Acacsinu	47	0	0	0	0
BSP25	Acacsinu	48	0	0	0	0
BSP25	Acacsinu	51	50	0	0	0
BSP25	Acacsinu	55	0	0	0	0
BSP25	Acacsinu	72	0	0	0	0
BSP27	Acacsinu	12	0	0	0	0
BSP3	Acacsinu	18	0	0	0	0
BSP3	Acacsinu	20	0	0	0	0
BSP3	Acacsinu	47	0	0	0	0
BSP4	Acacsinu	30	0	0	0	0
BSP45	Acacsinu	33	0	0	0	0
BSP54	Acacsinu	28	0	0	0	0
BSP56	Acacsinu	13	0	0	0	0
BSP56	Acacsinu	15	0	0	0	0
BSP56	Acacsinu	18	0	0	0	0
BSP57	Acacsinu	27	0	0	0	0
BSP58	Acacsinu	12	0	0	0	0
BSP58	Acacsinu	25	0	0	0	0
BSP58	Acacsinu	40	0	0	0	0
BSP62	Acacsinu	33	32	0	0	0
BSP62	Acacsinu	35	27	0	0	0
BSP63	Acacsinu	13	0	0	0	0
BSP63	Acacsinu	21	0	0	0	0
BSP63	Acacsinu	24	0	0	0	0
BSP63	Acacsinu	56	0	0	0	0
BSP70	Acacsinu	22	0	0	0	0
BSP8	Acacsinu	42	0	0	0	0
BSP86	Acacsinu	46	41	0	0	0
BSP96	Acacsinu	52	0	0	0	0
BSP97	Acacsinu	22	0	0	0	0
BSP97	Acacsinu	65	0	0	0	0
BSP101	Acrofrax	210	0	0	0	0
BSP101	Acrofrax	250	0	0	0	0
BSP59	Acrofrax	36	35	0	0	0
BSP73	Acrofrax	202	0	0	0	0
BSP10	Actiangu	10	0	0	0	0
BSP10	Actiangu	10	0	0	0	0
BSP10	Actiangu	11	10	0	0	0
BSP10	Actiangu	11	0	0	0	0
BSP10	Actiangu	11	0	0	0	0
BSP10	Actiangu	11	0	0	0	0
BSP10	Actiangu	12	0	0	0	0
BSP10	Actiangu	12	0	0	0	0
BSP10	Actiangu	13	0	0	0	0
BSP10	Actiangu	13	0	0	0	0
BSP10	Actiangu	15	0	0	0	0
BSP10	Actiangu	18	0	0	0	0
BSP10	Actiangu	21	0	0	0	0
BSP10	Actiangu	32	0	0	0	0
BSP10	Actiangu	123	0	0	0	0
BSP10	Actiangu	126	0	0	0	0
BSP101	Actiangu	25	0	0	0	0
BSP104	Actiangu	20	0	0	0	0
BSP12	Actiangu	16	0	0	0	0
BSP12	Actiangu	17	0	0	0	0
BSP12	Actiangu	18	0	0	0	0
BSP12	Actiangu	25	0	0	0	0
BSP12	Actiangu	100	0	0	0	0
BSP29	Actiangu	39	0	0	0	0
BSP30	Actiangu	24	0	0	0	0
BSP30	Actiangu	47	0	0	0	0
BSP30	Actiangu	60	0	0	0	0
BSP30	Actiangu	68	0	0	0	0
BSP30	Actiangu	70	0	0	0	0
BSP30	Actiangu	72	0	0	0	0
BSP30	Actiangu	74	0	0	0	0
BSP30	Actiangu	80	0	0	0	0
BSP31	Actiangu	10	0	0	0	0
BSP31	Actiangu	11	0	0	0	0
BSP31	Actiangu	11	0	0	0	0
BSP31	Actiangu	16	0	0	0	0
BSP31	Actiangu	42	0	0	0	0
BSP31	Actiangu	49	0	0	0	0
BSP31	Actiangu	53	0	0	0	0
BSP31	Actiangu	54	0	0	0	0
BSP36	Actiangu	12	0	0	0	0
BSP36	Actiangu	20	0	0	0	0
BSP36	Actiangu	153	0	0	0	0
BSP37	Actiangu	11	0	0	0	0
BSP37	Actiangu	12	0	0	0	0
BSP37	Actiangu	12	0	0	0	0
BSP37	Actiangu	13	0	0	0	0
BSP37	Actiangu	14	0	0	0	0
BSP37	Actiangu	14	0	0	0	0
BSP37	Actiangu	16	0	0	0	0
BSP37	Actiangu	17	0	0	0	0
BSP37	Actiangu	18	0	0	0	0
BSP37	Actiangu	18	0	0	0	0
BSP37	Actiangu	19	0	0	0	0
BSP37	Actiangu	20	0	0	0	0
BSP37	Actiangu	20	0	0	0	0
BSP37	Actiangu	22	0	0	0	0
BSP37	Actiangu	22	0	0	0	0
BSP37	Actiangu	22	0	0	0	0
BSP37	Actiangu	23	0	0	0	0
BSP37	Actiangu	29	0	0	0	0
BSP37	Actiangu	38	0	0	0	0
BSP41	Actiangu	13	0	0	0	0
BSP41	Actiangu	15	0	0	0	0
BSP42	Actiangu	10	0	0	0	0
BSP42	Actiangu	18	0	0	0	0
BSP42	Actiangu	30	0	0	0	0
BSP43	Actiangu	78	0	0	0	0
BSP5	Actiangu	22	0	0	0	0
BSP57	Actiangu	174	0	0	0	0
BSP58	Actiangu	165	0	0	0	0
BSP59	Actiangu	15	0	0	0	0
BSP59	Actiangu	15	0	0	0	0
BSP59	Actiangu	20	0	0	0	0
BSP59	Actiangu	20	0	0	0	0
BSP59	Actiangu	25	0	0	0	0
BSP59	Actiangu	35	0	0	0	0
BSP59	Actiangu	40	0	0	0	0
BSP59	Actiangu	48	0	0	0	0
BSP59	Actiangu	71	0	0	0	0
BSP59	Actiangu	72	0	0	0	0
BSP59	Actiangu	125	0	0	0	0
BSP6	Actiangu	12	0	0	0	0
BSP6	Actiangu	12	0	0	0	0
BSP6	Actiangu	13	0	0	0	0
BSP6	Actiangu	14	0	0	0	0
BSP6	Actiangu	17	0	0	0	0
BSP6	Actiangu	18	0	0	0	0
BSP6	Actiangu	28	0	0	0	0
BSP73	Actiangu	16	0	0	0	0
BSP80	Actiangu	69	0	0	0	0
BSP84	Actiangu	15	0	0	0	0
BSP84	Actiangu	16	0	0	0	0
BSP84	Actiangu	21	0	0	0	0
BSP84	Actiangu	24	0	0	0	0
BSP84	Actiangu	39	0	0	0	0
BSP84	Actiangu	49	0	0	0	0
BSP84	Actiangu	50	0	0	0	0
BSP84	Actiangu	61	0	0	0	0
BSP84	Actiangu	67	0	0	0	0
BSP89	Actiangu	21	0	0	0	0
BSP89	Actiangu	24	0	0	0	0
BSP89	Actiangu	24	0	0	0	0
BSP89	Actiangu	26	0	0	0	0
BSP89	Actiangu	28	0	0	0	0
BSP89	Actiangu	30	0	0	0	0
BSP89	Actiangu	32	0	0	0	0
BSP89	Actiangu	33	0	0	0	0
BSP89	Actiangu	33	0	0	0	0
BSP89	Actiangu	33	0	0	0	0
BSP89	Actiangu	34	0	0	0	0
BSP89	Actiangu	39	0	0	0	0
BSP89	Actiangu	39	0	0	0	0
BSP89	Actiangu	39	0	0	0	0
BSP89	Actiangu	40	0	0	0	0
BSP89	Actiangu	43	0	0	0	0
BSP89	Actiangu	43	0	0	0	0
BSP89	Actiangu	47	0	0	0	0
BSP89	Actiangu	74	0	0	0	0
BSP9	Actiangu	12	0	0	0	0
BSP94	Actiangu	58	0	0	0	0
BSP98	Actiangu	15	0	0	0	0
BSP65	Actibour	15	0	0	0	0
BSP65	Actibour	15	0	0	0	0
BSP65	Actibour	15	0	0	0	0
BSP65	Actibour	15	0	0	0	0
BSP65	Actibour	15	0	0	0	0
BSP65	Actibour	15	0	0	0	0
BSP65	Actibour	16	0	0	0	0
BSP65	Actibour	16	0	0	0	0
BSP65	Actibour	16	0	0	0	0
BSP65	Actibour	16	0	0	0	0
BSP65	Actibour	17	0	0	0	0
BSP65	Actibour	17	0	0	0	0
BSP65	Actibour	17	0	0	0	0
BSP65	Actibour	17	0	0	0	0
BSP65	Actibour	18	0	0	0	0
BSP65	Actibour	18	0	0	0	0
BSP65	Actibour	18	0	0	0	0
BSP65	Actibour	18	0	0	0	0
BSP65	Actibour	18	0	0	0	0
BSP65	Actibour	18	0	0	0	0
BSP65	Actibour	18	0	0	0	0
BSP65	Actibour	18	0	0	0	0
BSP65	Actibour	18	0	0	0	0
BSP65	Actibour	19	0	0	0	0
BSP65	Actibour	19	0	0	0	0
BSP65	Actibour	19	0	0	0	0
BSP65	Actibour	20	0	0	0	0
BSP65	Actibour	20	0	0	0	0
BSP65	Actibour	20	0	0	0	0
BSP65	Actibour	20	0	0	0	0
BSP65	Actibour	20	0	0	0	0
BSP65	Actibour	20	0	0	0	0
BSP65	Actibour	20	0	0	0	0
BSP65	Actibour	20	0	0	0	0
BSP65	Actibour	20	0	0	0	0
BSP65	Actibour	20	0	0	0	0
BSP65	Actibour	20	0	0	0	0
BSP65	Actibour	20	0	0	0	0
BSP65	Actibour	20	0	0	0	0
BSP65	Actibour	20	0	0	0	0
BSP65	Actibour	21	0	0	0	0
BSP65	Actibour	21	0	0	0	0
BSP65	Actibour	21	0	0	0	0
BSP65	Actibour	21	0	0	0	0
BSP65	Actibour	21	0	0	0	0
BSP65	Actibour	21	0	0	0	0
BSP65	Actibour	21	0	0	0	0
BSP65	Actibour	22	0	0	0	0
BSP65	Actibour	22	0	0	0	0
BSP65	Actibour	22	0	0	0	0
BSP65	Actibour	22	0	0	0	0
BSP65	Actibour	22	0	0	0	0
BSP65	Actibour	22	0	0	0	0
BSP65	Actibour	22	0	0	0	0
BSP65	Actibour	23	0	0	0	0
BSP65	Actibour	23	0	0	0	0
BSP65	Actibour	24	0	0	0	0
BSP65	Actibour	25	0	0	0	0
BSP65	Actibour	25	0	0	0	0
BSP65	Actibour	25	0	0	0	0
BSP65	Actibour	25	0	0	0	0
BSP65	Actibour	25	0	0	0	0
BSP65	Actibour	25	0	0	0	0
BSP65	Actibour	25	0	0	0	0
BSP65	Actibour	25	0	0	0	0
BSP65	Actibour	26	0	0	0	0
BSP65	Actibour	26	0	0	0	0
BSP65	Actibour	26	0	0	0	0
BSP65	Actibour	27	0	0	0	0
BSP65	Actibour	28	0	0	0	0
BSP65	Actibour	28	0	0	0	0
BSP65	Actibour	29	0	0	0	0
BSP65	Actibour	29	0	0	0	0
BSP65	Actibour	29	0	0	0	0
BSP65	Actibour	30	0	0	0	0
BSP65	Actibour	30	0	0	0	0
BSP65	Actibour	30	0	0	0	0
BSP65	Actibour	30	0	0	0	0
BSP65	Actibour	30	0	0	0	0
BSP65	Actibour	32	0	0	0	0
BSP65	Actibour	33	0	0	0	0
BSP65	Actibour	33	0	0	0	0
BSP65	Actibour	34	0	0	0	0
BSP65	Actibour	35	0	0	0	0
BSP65	Actibour	35	0	0	0	0
BSP65	Actibour	35	0	0	0	0
BSP65	Actibour	35	0	0	0	0
BSP65	Actibour	35	0	0	0	0
BSP65	Actibour	38	0	0	0	0
BSP65	Actibour	38	0	0	0	0
BSP65	Actibour	38	0	0	0	0
BSP65	Actibour	45	0	0	0	0
BSP66	Actibour	19	0	0	0	0
BSP66	Actibour	57	0	0	0	0
BSP67	Actibour	15	0	0	0	0
BSP67	Actibour	15	0	0	0	0
BSP67	Actibour	16	0	0	0	0
BSP67	Actibour	18	0	0	0	0
BSP67	Actibour	18	0	0	0	0
BSP67	Actibour	18	0	0	0	0
BSP67	Actibour	19	0	0	0	0
BSP67	Actibour	20	0	0	0	0
BSP67	Actibour	21	0	0	0	0
BSP67	Actibour	21	0	0	0	0
BSP67	Actibour	24	0	0	0	0
BSP67	Actibour	24	0	0	0	0
BSP67	Actibour	31	0	0	0	0
BSP67	Actibour	32	0	0	0	0
BSP67	Actibour	39	0	0	0	0
BSP67	Actibour	50	0	0	0	0
BSP67	Actibour	52	0	0	0	0
BSP67	Actibour	55	0	0	0	0
BSP67	Actibour	68	0	0	0	0
BSP73	Actibour	12	0	0	0	0
BSP73	Actibour	15	0	0	0	0
BSP73	Actibour	23	0	0	0	0
BSP73	Actibour	53	0	0	0	0
BSP76	Actibour	92	0	0	0	0
BSP76	Actibour	205	0	0	0	0
BSP79	Actibour	12	0	0	0	0
BSP102	Actimala	13	0	0	0	0
BSP102	Actimala	15	0	0	0	0
BSP102	Actimala	20	0	0	0	0
BSP102	Actimala	20	0	0	0	0
BSP102	Actimala	30	0	0	0	0
BSP102	Actimala	40	0	0	0	0
BSP102	Actimala	46	0	0	0	0
BSP102	Actimala	81	0	0	0	0
BSP102	Actimala	92	0	0	0	0
BSP102	Actimala	106	0	0	0	0
BSP104	Actimala	13	0	0	0	0
BSP104	Actimala	20	0	0	0	0
BSP104	Actimala	36	0	0	0	0
BSP104	Actimala	76	0	0	0	0
BSP104	Actimala	80	0	0	0	0
BSP104	Actimala	89	0	0	0	0
BSP104	Actimala	141	0	0	0	0
BSP26	Actimala	18	0	0	0	0
BSP26	Actimala	60	0	0	0	0
BSP26	Actimala	67	0	0	0	0
BSP27	Actimala	42	0	0	0	0
BSP5	Actimala	11	0	0	0	0
BSP67	Actimala	19	0	0	0	0
BSP67	Actimala	20	0	0	0	0
BSP69	Actimala	12	0	0	0	0
BSP69	Actimala	13	0	0	0	0
BSP69	Actimala	14	0	0	0	0
BSP69	Actimala	15	0	0	0	0
BSP69	Actimala	15	0	0	0	0
BSP69	Actimala	15	0	0	0	0
BSP69	Actimala	16	0	0	0	0
BSP69	Actimala	18	0	0	0	0
BSP69	Actimala	18	0	0	0	0
BSP69	Actimala	18	0	0	0	0
BSP69	Actimala	18	0	0	0	0
BSP69	Actimala	20	0	0	0	0
BSP69	Actimala	20	0	0	0	0
BSP69	Actimala	22	0	0	0	0
BSP69	Actimala	22	0	0	0	0
BSP69	Actimala	22	0	0	0	0
BSP69	Actimala	23	0	0	0	0
BSP69	Actimala	23	0	0	0	0
BSP69	Actimala	25	0	0	0	0
BSP69	Actimala	28	0	0	0	0
BSP69	Actimala	31	0	0	0	0
BSP69	Actimala	35	0	0	0	0
BSP69	Actimala	36	0	0	0	0
BSP69	Actimala	36	0	0	0	0
BSP69	Actimala	37	0	0	0	0
BSP69	Actimala	38	0	0	0	0
BSP69	Actimala	38	0	0	0	0
BSP69	Actimala	39	0	0	0	0
BSP69	Actimala	44	0	0	0	0
BSP69	Actimala	46	0	0	0	0
BSP69	Actimala	50	0	0	0	0
BSP69	Actimala	52	0	0	0	0
BSP69	Actimala	53	0	0	0	0
BSP69	Actimala	62	0	0	0	0
BSP69	Actimala	79	0	0	0	0
BSP69	Actimala	92	0	0	0	0
BSP69	Actimala	97	0	0	0	0
BSP70	Actimala	36	0	0	0	0
BSP71	Actimala	12	0	0	0	0
BSP71	Actimala	12	0	0	0	0
BSP71	Actimala	12	0	0	0	0
BSP71	Actimala	15	0	0	0	0
BSP71	Actimala	28	0	0	0	0
BSP71	Actimala	50	0	0	0	0
BSP72	Actimala	14	0	0	0	0
BSP72	Actimala	15	0	0	0	0
BSP72	Actimala	15	0	0	0	0
BSP72	Actimala	15	0	0	0	0
BSP72	Actimala	25	0	0	0	0
BSP72	Actimala	33	0	0	0	0
BSP73	Actimala	12	0	0	0	0
BSP73	Actimala	12	0	0	0	0
BSP73	Actimala	14	0	0	0	0
BSP73	Actimala	16	0	0	0	0
BSP73	Actimala	17	0	0	0	0
BSP73	Actimala	18	0	0	0	0
BSP73	Actimala	18	0	0	0	0
BSP73	Actimala	19	0	0	0	0
BSP73	Actimala	21	0	0	0	0
BSP73	Actimala	21	0	0	0	0
BSP73	Actimala	22	0	0	0	0
BSP73	Actimala	22	0	0	0	0
BSP73	Actimala	23	0	0	0	0
BSP73	Actimala	25	0	0	0	0
BSP73	Actimala	25	0	0	0	0
BSP73	Actimala	28	0	0	0	0
BSP73	Actimala	29	0	0	0	0
BSP73	Actimala	30	0	0	0	0
BSP73	Actimala	31	0	0	0	0
BSP73	Actimala	32	0	0	0	0
BSP73	Actimala	33	0	0	0	0
BSP73	Actimala	34	0	0	0	0
BSP73	Actimala	34	0	0	0	0
BSP73	Actimala	35	0	0	0	0
BSP73	Actimala	35	0	0	0	0
BSP73	Actimala	36	0	0	0	0
BSP73	Actimala	40	0	0	0	0
BSP73	Actimala	40	0	0	0	0
BSP73	Actimala	41	0	0	0	0
BSP73	Actimala	43	0	0	0	0
BSP73	Actimala	43	0	0	0	0
BSP73	Actimala	44	0	0	0	0
BSP73	Actimala	45	42	0	0	0
BSP73	Actimala	49	0	0	0	0
BSP73	Actimala	50	0	0	0	0
BSP73	Actimala	52	0	0	0	0
BSP73	Actimala	52	0	0	0	0
BSP73	Actimala	55	0	0	0	0
BSP73	Actimala	55	0	0	0	0
BSP73	Actimala	55	0	0	0	0
BSP73	Actimala	56	0	0	0	0
BSP73	Actimala	57	0	0	0	0
BSP73	Actimala	61	0	0	0	0
BSP73	Actimala	62	0	0	0	0
BSP73	Actimala	110	0	0	0	0
BSP74	Actimala	13	0	0	0	0
BSP74	Actimala	14	0	0	0	0
BSP74	Actimala	15	0	0	0	0
BSP74	Actimala	16	0	0	0	0
BSP74	Actimala	18	0	0	0	0
BSP74	Actimala	19	0	0	0	0
BSP74	Actimala	20	0	0	0	0
BSP74	Actimala	20	0	0	0	0
BSP74	Actimala	21	0	0	0	0
BSP74	Actimala	22	0	0	0	0
BSP74	Actimala	25	0	0	0	0
BSP74	Actimala	33	0	0	0	0
BSP74	Actimala	35	0	0	0	0
BSP74	Actimala	44	0	0	0	0
BSP74	Actimala	60	0	0	0	0
BSP74	Actimala	140	0	0	0	0
BSP75	Actimala	31	0	0	0	0
BSP75	Actimala	100	0	0	0	0
BSP79	Actimala	11	0	0	0	0
BSP79	Actimala	12	0	0	0	0
BSP79	Actimala	14	0	0	0	0
BSP79	Actimala	17	0	0	0	0
BSP79	Actimala	18	0	0	0	0
BSP79	Actimala	22	0	0	0	0
BSP79	Actimala	22	0	0	0	0
BSP79	Actimala	25	0	0	0	0
BSP79	Actimala	28	0	0	0	0
BSP79	Actimala	28	0	0	0	0
BSP79	Actimala	30	0	0	0	0
BSP79	Actimala	34	0	0	0	0
BSP79	Actimala	36	0	0	0	0
BSP79	Actimala	44	0	0	0	0
BSP79	Actimala	49	0	0	0	0
BSP79	Actimala	65	0	0	0	0
BSP79	Actimala	67	0	0	0	0
BSP80	Actimala	13	0	0	0	0
BSP80	Actimala	13	0	0	0	0
BSP80	Actimala	14	0	0	0	0
BSP80	Actimala	14	0	0	0	0
BSP80	Actimala	15	0	0	0	0
BSP80	Actimala	16	0	0	0	0
BSP80	Actimala	17	0	0	0	0
BSP80	Actimala	17	0	0	0	0
BSP80	Actimala	17	0	0	0	0
BSP80	Actimala	18	0	0	0	0
BSP80	Actimala	18	0	0	0	0
BSP80	Actimala	19	0	0	0	0
BSP80	Actimala	22	0	0	0	0
BSP80	Actimala	22	0	0	0	0
BSP80	Actimala	22	0	0	0	0
BSP80	Actimala	22	0	0	0	0
BSP80	Actimala	22	0	0	0	0
BSP80	Actimala	23	0	0	0	0
BSP80	Actimala	26	0	0	0	0
BSP80	Actimala	27	0	0	0	0
BSP80	Actimala	27	0	0	0	0
BSP80	Actimala	28	0	0	0	0
BSP80	Actimala	28	0	0	0	0
BSP80	Actimala	28	0	0	0	0
BSP80	Actimala	29	0	0	0	0
BSP80	Actimala	31	0	0	0	0
BSP80	Actimala	33	0	0	0	0
BSP80	Actimala	35	0	0	0	0
BSP80	Actimala	36	0	0	0	0
BSP80	Actimala	36	0	0	0	0
BSP80	Actimala	37	0	0	0	0
BSP80	Actimala	40	0	0	0	0
BSP80	Actimala	42	0	0	0	0
BSP80	Actimala	43	25	0	0	0
BSP80	Actimala	46	0	0	0	0
BSP80	Actimala	65	0	0	0	0
BSP80	Actimala	67	0	0	0	0
BSP80	Actimala	69	0	0	0	0
BSP80	Actimala	130	0	0	0	0
BSP80	Actimala	178	0	0	0	0
BSP82	Actimala	14	0	0	0	0
BSP82	Actimala	14	0	0	0	0
BSP82	Actimala	18	0	0	0	0
BSP82	Actimala	18	0	0	0	0
BSP82	Actimala	26	0	0	0	0
BSP82	Actimala	26	0	0	0	0
BSP82	Actimala	35	0	0	0	0
BSP82	Actimala	37	0	0	0	0
BSP82	Actimala	37	0	0	0	0
BSP82	Actimala	41	0	0	0	0
BSP82	Actimala	43	0	0	0	0
BSP82	Actimala	43	0	0	0	0
BSP82	Actimala	46	0	0	0	0
BSP82	Actimala	75	0	0	0	0
BSP82	Actimala	79	0	0	0	0
BSP82	Actimala	82	0	0	0	0
BSP82	Actimala	120	0	0	0	0
