"uid","domainID","siteID","plotID","trapCoordinate","date","eventID","trapStatus","trapType","duplicateTrapCoordinateQF"
"1BF0997887224FE09FF205749A186D34","D03","OSBS","OSBS_004","B1","2013-07-09","MAM.OSBS.2013.07",6,,0
"CFC30027D7A04FE7B39D8CFF44F71208","D03","OSBS","OSBS_004","B4","2013-07-09","MAM.OSBS.2013.07",6,,0
"ED282BC8D9834A309DC67170AA26C369","D03","OSBS","OSBS_004","B3","2013-07-09","MAM.OSBS.2013.07",5,,0
"43469253852C4BE8B882DE24EB582DE9","D03","OSBS","OSBS_004","I2","2013-07-09","MAM.OSBS.2013.07",6,,0
"9F8EE51B143E4014AB59B491817B2D85","D03","OSBS","OSBS_004","I3","2013-07-09","MAM.OSBS.2013.07",6,,0
"1BF9732222014366A72A7F064D3525B3","D03","OSBS","OSBS_004","I1","2013-07-09","MAM.OSBS.2013.07",6,,0
"BF9015B9681B4B8691BA26E39B1E4B34","D03","OSBS","OSBS_004","I6","2013-07-09","MAM.OSBS.2013.07",6,,0
"61AAFA7EC52B440E8716FC541F0515A9","D03","OSBS","OSBS_004","I7","2013-07-09","MAM.OSBS.2013.07",6,,0
"C2241A8B1B984EFC88D34C4D5F8C2398","D03","OSBS","OSBS_004","I4","2013-07-09","MAM.OSBS.2013.07",6,,0
"F9A7F7BC64394F0EA8639BAF6390D381","D03","OSBS","OSBS_004","I5","2013-07-09","MAM.OSBS.2013.07",6,,0
"88AB2055E5894C42B7B1A930B00DA9F4","D03","OSBS","OSBS_004","I8","2013-07-09","MAM.OSBS.2013.07",6,,0
"05BF879C43904A90AFDC2EAAB3DC9DCC","D03","OSBS","OSBS_004","I9","2013-07-09","MAM.OSBS.2013.07",6,,0
"F1EE72D5ED81434A863CEFE85CE0E9B7","D03","OSBS","OSBS_004","H1","2013-07-09","MAM.OSBS.2013.07",6,,0
"6DF0A6CA3E9E4C54BB3777806086AB33","D03","OSBS","OSBS_004","H2","2013-07-09","MAM.OSBS.2013.07",6,,0
"3AC58A6BECCF458EBDA59D6AD06B9C44","D03","OSBS","OSBS_004","H3","2013-07-09","MAM.OSBS.2013.07",6,,0
"60376023B1614988B08602E0AE2E8596","D03","OSBS","OSBS_004","H4","2013-07-09","MAM.OSBS.2013.07",6,,0
"389C5E46A4E74E6881917ED9BD141434","D03","OSBS","OSBS_004","H5","2013-07-09","MAM.OSBS.2013.07",6,,0
"062F320B695840F2B54D67034DF453EE","D03","OSBS","OSBS_004","H6","2013-07-09","MAM.OSBS.2013.07",6,,0
"4988C35EEF0E49B1B60BC08FAE1E8C59","D03","OSBS","OSBS_004","H7","2013-07-09","MAM.OSBS.2013.07",6,,0
"24E9036E0973441A8EF137B2D95B53AC","D03","OSBS","OSBS_004","H8","2013-07-09","MAM.OSBS.2013.07",6,,0
"8E40BF9804FD4B1D91EB456B359546ED","D03","OSBS","OSBS_004","H9","2013-07-09","MAM.OSBS.2013.07",6,,0
"48CAF3B5F2CF49E5B3966C6C099FFD2F","D03","OSBS","OSBS_004","G4","2013-07-09","MAM.OSBS.2013.07",6,,0
"0EDEC9B230B54F53B0A75B6F21A260BF","D03","OSBS","OSBS_004","G5","2013-07-09","MAM.OSBS.2013.07",6,,0
"534937E7F44B49EC9A438F5DA739F1E1","D03","OSBS","OSBS_004","G2","2013-07-09","MAM.OSBS.2013.07",6,,0
"01A7B2F7A7E3498FBD32190900C0215A","D03","OSBS","OSBS_004","G3","2013-07-09","MAM.OSBS.2013.07",6,,0
"95015307FBCE47A88B4B65496D97AF27","D03","OSBS","OSBS_004","G1","2013-07-09","MAM.OSBS.2013.07",6,,0
"75A498EE849F43D3AFFC2355FA1AC1C1","D03","OSBS","OSBS_004","G8","2013-07-09","MAM.OSBS.2013.07",6,,0
"AEF0343834D94BCBA47D3AE7180236E3","D03","OSBS","OSBS_004","A7","2013-07-09","MAM.OSBS.2013.07",6,,0
"58BAE646DC2745F3BE3252F50FA4160E","D03","OSBS","OSBS_004","A10","2013-07-09","MAM.OSBS.2013.07",6,,0
"5FFA802877D04D118740F5F63E591D9E","D03","OSBS","OSBS_004","E7","2013-07-09","MAM.OSBS.2013.07",6,,0
"C12FE25FB8984EBFBDEE2D253D816BFF","D03","OSBS","OSBS_004","E6","2013-07-09","MAM.OSBS.2013.07",6,,0
"F6AF959D0EB24F51ACFFA3CBAD628AB4","D03","OSBS","OSBS_004","E5","2013-07-09","MAM.OSBS.2013.07",6,,0
"32ED4443CF284CA484C00AB32E0F5F53","D03","OSBS","OSBS_004","E4","2013-07-09","MAM.OSBS.2013.07",6,,0
"31DD13DAFB884E0CA468C2D3B5E6D053","D03","OSBS","OSBS_004","E9","2013-07-09","MAM.OSBS.2013.07",6,,0
"3E34297479784730B45EB18F2002B1E0","D03","OSBS","OSBS_004","E8","2013-07-09","MAM.OSBS.2013.07",6,,0
"7CD305DC06984054A3680A5EAB8B3697","D03","OSBS","OSBS_004","E3","2013-07-09","MAM.OSBS.2013.07",6,,0
"BA6368ED59DD49C1B873BDD9CE02E3E6","D03","OSBS","OSBS_004","E2","2013-07-09","MAM.OSBS.2013.07",2,,0
"F43930E5DE9A4CC08596176BA922D193","D03","OSBS","OSBS_004","E1","2013-07-09","MAM.OSBS.2013.07",2,,0
"0FDE1F77E6AB468DA922DB428E337DB0","D03","OSBS","OSBS_004","D4","2013-07-09","MAM.OSBS.2013.07",2,,0
"FA4D02E1EB934D9295F99FD417D57914","D03","OSBS","OSBS_002","G7","2013-07-09","MAM.OSBS.2013.07",6,,0
"7863F46F6E6349A49EE981194180282C","D03","OSBS","OSBS_002","G4","2013-07-09","MAM.OSBS.2013.07",6,,0
"12CE1F4B63F943AEB4BBCB72F060C4C4","D03","OSBS","OSBS_002","G5","2013-07-09","MAM.OSBS.2013.07",6,,0
"AD850ED6489245EE8CE129E4B1B00F42","D03","OSBS","OSBS_002","G2","2013-07-09","MAM.OSBS.2013.07",6,,0
"FC33308F00944D56A00062C2DEC25BB8","D03","OSBS","OSBS_002","G3","2013-07-09","MAM.OSBS.2013.07",6,,0
"A37E3E57DC25474AAC650788A6F65A4F","D03","OSBS","OSBS_002","G1","2013-07-09","MAM.OSBS.2013.07",6,,0
"3A68E6AC9D854DBCBA8AA8FC83865535","D03","OSBS","OSBS_002","G8","2013-07-09","MAM.OSBS.2013.07",6,,0
"D44146FEC16542A699EE69EC0F43A76E","D03","OSBS","OSBS_002","G9","2013-07-09","MAM.OSBS.2013.07",6,,0
"F69372FFF16C4093A4ED09274BBF0E7A","D03","OSBS","OSBS_002","F3","2013-07-09","MAM.OSBS.2013.07",6,,0
"8522195E30FD47359B59C14A2AA7A457","D03","OSBS","OSBS_002","F4","2013-07-09","MAM.OSBS.2013.07",6,,0
"E9238D1DB2034724A1AB198347C9AD8F","D03","OSBS","OSBS_002","F5","2013-07-09","MAM.OSBS.2013.07",6,,0
"1CB4B88168D74F61B61958F285A2222C","D03","OSBS","OSBS_002","F6","2013-07-09","MAM.OSBS.2013.07",6,,0
"2B12FF6EE9184083BBFAA2964A2342D4","D03","OSBS","OSBS_002","F1","2013-07-09","MAM.OSBS.2013.07",6,,0
"2FA110EABC644B569E22E0580EB6C92C","D03","OSBS","OSBS_002","F2","2013-07-09","MAM.OSBS.2013.07",6,,0
"45D151D1AB51474192E94F3C267FA2EA","D03","OSBS","OSBS_002","F7","2013-07-09","MAM.OSBS.2013.07",6,,0
"034680949DA740B9A12DA691896F0F47","D03","OSBS","OSBS_002","F8","2013-07-09","MAM.OSBS.2013.07",6,,0
"B259C4B53BBC4E29BABA0AAB3FBB2D8B","D03","OSBS","OSBS_002","F9","2013-07-09","MAM.OSBS.2013.07",6,,0
"B0E65B8FB0A8438092FBB9D2D3F093A4","D03","OSBS","OSBS_002","I1","2013-07-09","MAM.OSBS.2013.07",6,,0
"F653F68B3A13414D9988911D2EE693F9","D03","OSBS","OSBS_002","I4","2013-07-09","MAM.OSBS.2013.07",5,,0
"9E5563F2828B48BC902E76C3BD921660","D03","OSBS","OSBS_002","I5","2013-07-09","MAM.OSBS.2013.07",6,,0
"0CD1334617F24AFB80A76469A12CE6D5","D03","OSBS","OSBS_002","I2","2013-07-09","MAM.OSBS.2013.07",6,,0
"8D2913A13BD34A81980D31AFEE270E4D","D03","OSBS","OSBS_002","I3","2013-07-09","MAM.OSBS.2013.07",6,,0
"D7DA7431CA0A4AF4980B16239E4D8243","D03","OSBS","OSBS_002","I8","2013-07-09","MAM.OSBS.2013.07",6,,0
"F313B38B735C448CAB104531B206165B","D03","OSBS","OSBS_002","I9","2013-07-09","MAM.OSBS.2013.07",6,,0
"9EC804CECA07464FB817DAA4B7906DFC","D03","OSBS","OSBS_002","I6","2013-07-09","MAM.OSBS.2013.07",6,,0
"C883CF9E53C642CAA52DCE46982A1367","D03","OSBS","OSBS_002","I7","2013-07-09","MAM.OSBS.2013.07",6,,0
"8F6BF73AE0434457ABDD728508DDEED1","D03","OSBS","OSBS_002","H1","2013-07-09","MAM.OSBS.2013.07",6,,0
"B0EA6E0164974F4ABC0C00E8FA83CE31","D03","OSBS","OSBS_002","H2","2013-07-09","MAM.OSBS.2013.07",6,,0
"702D3C5C759C428D8A729CA9C5E6CAEE","D03","OSBS","OSBS_002","H7","2013-07-09","MAM.OSBS.2013.07",6,,0
"E5DECE2066454910989E2E82A9D8E644","D03","OSBS","OSBS_002","H8","2013-07-09","MAM.OSBS.2013.07",6,,0
"E58E7FA089CF422BA79C593ED56D9FD7","D03","OSBS","OSBS_002","H9","2013-07-09","MAM.OSBS.2013.07",6,,0
"8821AD2BDA2344D9BFF1A18662DF536A","D03","OSBS","OSBS_002","J1","2013-07-09","MAM.OSBS.2013.07",6,,0
"70100BE597094B05947F4062435BBE88","D03","OSBS","OSBS_002","J2","2013-07-09","MAM.OSBS.2013.07",6,,0
"CEE23CFA9EDF4B01B883AEE9CFDB6660","D03","OSBS","OSBS_002","J8","2013-07-09","MAM.OSBS.2013.07",6,,0
"BD68825CFFD8407C9BE58DFD70AF9C21","D03","OSBS","OSBS_002","J7","2013-07-09","MAM.OSBS.2013.07",6,,0
"A718179DF2594DC0A4796B38D28473AC","D03","OSBS","OSBS_002","J9","2013-07-09","MAM.OSBS.2013.07",6,,0
"874303B8018F47E3B7B724D054D4D106","D03","OSBS","OSBS_002","J4","2013-07-09","MAM.OSBS.2013.07",6,,0
"5B629F2DA1A74329A887234F86E2F617","D03","OSBS","OSBS_002","J3","2013-07-09","MAM.OSBS.2013.07",6,,0
"104FA489A1D04A3C8D31F531B6BA8A69","D03","OSBS","OSBS_002","J6","2013-07-09","MAM.OSBS.2013.07",6,,0
"4AC5BC3462E640B4BF55F659A6E649EC","D03","OSBS","OSBS_002","J5","2013-07-09","MAM.OSBS.2013.07",6,,0
"9B035ECE54CF46F490980A1D80AEE181","D03","OSBS","OSBS_002","G10","2013-07-09","MAM.OSBS.2013.07",6,,0
"138B2DD6A8224B1391683BF1E5A6580C","D03","OSBS","OSBS_002","E10","2013-07-09","MAM.OSBS.2013.07",6,,0
"9A358E14CB2E4ED4979C203F466483C5","D03","OSBS","OSBS_002","B10","2013-07-09","MAM.OSBS.2013.07",6,,0
"16E6EDA64B76417FA989E9EB538F094D","D03","OSBS","OSBS_002","I10","2013-07-09","MAM.OSBS.2013.07",6,,0
"007980D9BEAB42A89F8405971853C3CD","D03","OSBS","OSBS_002","E7","2013-07-09","MAM.OSBS.2013.07",6,,0
"C890245F370C435BA6B811D7F4C58BEF","D03","OSBS","OSBS_002","E6","2013-07-09","MAM.OSBS.2013.07",5,,0
"AF6135966A574840BFDEEC677830AF6E","D03","OSBS","OSBS_002","E9","2013-07-09","MAM.OSBS.2013.07",6,,0
"41F36A6A77D947608323F4FED82A4D74","D03","OSBS","OSBS_002","E8","2013-07-09","MAM.OSBS.2013.07",6,,0
"D6820012D99A4DAAB7DDA1196F2A6115","D03","OSBS","OSBS_002","H3","2013-07-09","MAM.OSBS.2013.07",6,,0
"144E2A61950D4B2E81387140898E3105","D03","OSBS","OSBS_002","H4","2013-07-09","MAM.OSBS.2013.07",6,,0
"569BC0524E564A4C99503D1299133DE9","D03","OSBS","OSBS_002","H5","2013-07-09","MAM.OSBS.2013.07",6,,0
"4C1BB197C3BA422EB4BFFB4449F6A567","D03","OSBS","OSBS_002","H6","2013-07-09","MAM.OSBS.2013.07",6,,0
"8C910F7B20054D82863C55287E004DD3","D03","OSBS","OSBS_002","F10","2013-07-09","MAM.OSBS.2013.07",6,,0
"7DEC75FC92544312A7AAE3626458E1B9","D03","OSBS","OSBS_002","D10","2013-07-09","MAM.OSBS.2013.07",6,,0
"1ED5CD8DD3014F92948A990EF92D7835","D03","OSBS","OSBS_002","D4","2013-07-09","MAM.OSBS.2013.07",2,,0
"769656A85A5D43478868DAD306A9768E","D03","OSBS","OSBS_002","D3","2013-07-09","MAM.OSBS.2013.07",2,,0
"20F57D9B55984CAA9018C191F2F792EB","D03","OSBS","OSBS_002","D2","2013-07-09","MAM.OSBS.2013.07",6,,0
"0A50CBD6B6594C5F834551592363CF76","D03","OSBS","OSBS_002","D1","2013-07-09","MAM.OSBS.2013.07",6,,0
"16220EFB69D8496FAEE6FF9E47FEDDC2","D03","OSBS","OSBS_002","D9","2013-07-09","MAM.OSBS.2013.07",6,,0
"EEBF48EB3ADF4BA3A77F49C6D9FAEAFA","D03","OSBS","OSBS_002","D8","2013-07-09","MAM.OSBS.2013.07",6,,0
"4889453195D640E5BC9442AD7E4DD75D","D03","OSBS","OSBS_002","D7","2013-07-09","MAM.OSBS.2013.07",6,,0
"FFB9F7654ACF4CC6A2D1559849E5E433","D03","OSBS","OSBS_002","D6","2013-07-09","MAM.OSBS.2013.07",6,,0
"362E923BA50B439FB4283C6159E7DA0F","D03","OSBS","OSBS_002","D5","2013-07-09","MAM.OSBS.2013.07",6,,0
"E93B4E54729246699024069B54181997","D03","OSBS","OSBS_002","E3","2013-07-09","MAM.OSBS.2013.07",6,,0
"FC8BF100D3B3428BA6A596E615023708","D03","OSBS","OSBS_002","E2","2013-07-09","MAM.OSBS.2013.07",6,,0
"67D1604B418742AEA5A3B3FDE16E937C","D03","OSBS","OSBS_002","E5","2013-07-09","MAM.OSBS.2013.07",6,,0
"6106D555A61A418EA9F75E06DDF1D801","D03","OSBS","OSBS_002","E4","2013-07-09","MAM.OSBS.2013.07",6,,0
"3A4AEB9656D44BA18D98D2E48B0BC2C4","D03","OSBS","OSBS_002","E1","2013-07-09","MAM.OSBS.2013.07",6,,0
"BC07E645F71146068D8652D9B17C2CFE","D03","OSBS","OSBS_002","A10","2013-07-09","MAM.OSBS.2013.07",6,,0
"3EFF657D6226477AA62D3C6CB74D0F5E","D03","OSBS","OSBS_002","B2","2013-07-09","MAM.OSBS.2013.07",6,,0
"AE33F7E6BC84453990E21F5379DA30CF","D03","OSBS","OSBS_002","B1","2013-07-09","MAM.OSBS.2013.07",5,,0
"E6A7284194364F959D7B1DE03B49FE92","D03","OSBS","OSBS_002","B6","2013-07-09","MAM.OSBS.2013.07",6,,0
"95FCF0FA5F724785A93DC87AC923B909","D03","OSBS","OSBS_002","B5","2013-07-09","MAM.OSBS.2013.07",6,,0
"84A416E85893419DB0B5D343C980A453","D03","OSBS","OSBS_002","B4","2013-07-09","MAM.OSBS.2013.07",6,,0
"9966C3ED81964A6790726BCD06790A6A","D03","OSBS","OSBS_002","B3","2013-07-09","MAM.OSBS.2013.07",6,,0
"A5233CA36720496891614FB41CF6D492","D03","OSBS","OSBS_002","C10","2013-07-09","MAM.OSBS.2013.07",6,,0
"A451ACC885854AE687AAA7DE3D663982","D03","OSBS","OSBS_002","B9","2013-07-09","MAM.OSBS.2013.07",6,,0
"F262519764EA484C83A23EFA86667DE7","D03","OSBS","OSBS_002","B8","2013-07-09","MAM.OSBS.2013.07",6,,0
"EDC8DDF33F3A4E978A9FF3C26CE08059","D03","OSBS","OSBS_002","B7","2013-07-09","MAM.OSBS.2013.07",6,,0
"4A0B13D51DEB444E804A489C58CBC946","D03","OSBS","OSBS_002","C1","2013-07-09","MAM.OSBS.2013.07",6,,0
"DE640E351C534D00BB1B18A55D71518A","D03","OSBS","OSBS_002","C3","2013-07-09","MAM.OSBS.2013.07",6,,0
"2F9FBD2C4BCE4B3AACBB6DE6D6BA1E9D","D03","OSBS","OSBS_002","C2","2013-07-09","MAM.OSBS.2013.07",6,,0
"E349D46648E140FF8D5B3239B5028D75","D03","OSBS","OSBS_002","C5","2013-07-09","MAM.OSBS.2013.07",6,,0
"C01F8E554D67436B821A6B42536D94CC","D03","OSBS","OSBS_002","C4","2013-07-09","MAM.OSBS.2013.07",6,,0
"68870FDAB4B14744864AEFF7FFD1AAE0","D03","OSBS","OSBS_002","C7","2013-07-09","MAM.OSBS.2013.07",6,,0
"EA96BAAA688E4F6F8D2050521ED78014","D03","OSBS","OSBS_002","C6","2013-07-09","MAM.OSBS.2013.07",6,,0
"C182FE494C2740798511E0D03A159066","D03","OSBS","OSBS_002","C9","2013-07-09","MAM.OSBS.2013.07",6,,0
"034BDA3469A240D0893411A863C1A894","D03","OSBS","OSBS_002","C8","2013-07-09","MAM.OSBS.2013.07",6,,0
"C0E8F61A14114CE593A7163A9F055A5F","D03","OSBS","OSBS_002","J10","2013-07-09","MAM.OSBS.2013.07",6,,0
"68397F43291D41DFB7F1C08F763A7EEA","D03","OSBS","OSBS_002","H10","2013-07-09","MAM.OSBS.2013.07",6,,0
"F468EEFF4E834D29BED5FCFFB0A2CC15","D03","OSBS","OSBS_002","A6","2013-07-09","MAM.OSBS.2013.07",6,,0
"7D84ED9687EE43AC8EC5CAAD99384C5A","D03","OSBS","OSBS_002","A7","2013-07-09","MAM.OSBS.2013.07",6,,0
"4C5F02AD6DC94A7CAF718C389E53ADA3","D03","OSBS","OSBS_002","A8","2013-07-09","MAM.OSBS.2013.07",6,,0
"E3DC2CBFED9C439EA7E74E03C46145EE","D03","OSBS","OSBS_002","A9","2013-07-09","MAM.OSBS.2013.07",6,,0
"D74CC6FA32DF4452B312CDB49C28F58A","D03","OSBS","OSBS_002","A2","2013-07-09","MAM.OSBS.2013.07",6,,0
"E2EF022A69B24ECEBBC675953010B176","D03","OSBS","OSBS_002","A3","2013-07-09","MAM.OSBS.2013.07",6,,0
"D93949E0FFB44915B370FCA7C00B637A","D03","OSBS","OSBS_002","A4","2013-07-09","MAM.OSBS.2013.07",6,,0
"CD2F9992344645548A5F3229439076ED","D03","OSBS","OSBS_002","A5","2013-07-09","MAM.OSBS.2013.07",6,,0
"15CE94EB3A89439DAA593059875B0FA4","D03","OSBS","OSBS_002","A1","2013-07-09","MAM.OSBS.2013.07",6,,0
"8B073DED3672412EAD5A8392CC30AF36","D03","OSBS","OSBS_002","G6","2013-07-09","MAM.OSBS.2013.07",6,,0
"E443D9CA6F994E4AB9D8902A057F6ACA","D03","OSBS","OSBS_004","F9","2013-07-10","MAM.OSBS.2013.07",6,,0
"72510413CE3847678211654EF49D9E8E","D03","OSBS","OSBS_004","F8","2013-07-10","MAM.OSBS.2013.07",6,,0
"31158D2D5C1E4B649405EF3CDA5CBB21","D03","OSBS","OSBS_004","F7","2013-07-10","MAM.OSBS.2013.07",6,,0
"EA512B39E58C4E0C8A1406FD82BD9380","D03","OSBS","OSBS_004","F6","2013-07-10","MAM.OSBS.2013.07",2,,0
