"species","lengths"
"Stegosauria",24.6997680998786
"Stegosauria",20.7571047215387
"Ankylosauria",14.8779720391806
"Sauropoda",15.6617184931554
"Sauropoda",20.7584963057066
"Theropoda",15.3760117460771
"Sauropoda",16.7034361684507
"Theropoda",24.1159601814413
"Stegosauria",16.8137732637893
"Ankylosauria",23.2622130261146
"Stegosauria",20.237508209259
"Stegosauria",21.926814725356
"Sauropoda",21.3463812483072
"Stegosauria",18.0233250130898
"Sauropoda",29.4057599417388
"Theropoda",20.5840500367872
"Ankylosauria",19.4407515839256
"Theropoda",20.6936263978669
"Theropoda",26.2600167650388
"Ankylosauria",17.3998630538135
"Ankylosauria",19.4166753282816
"Sauropoda",14.2108773545214
"Stegosauria",18.3275722319683
"Stegosauria",16.9086941624589
"Stegosauria",16.2337249678069
"Theropoda",18.3163152142407
"Stegosauria",25.1293912257084
"Ankylosauria",19.9977625984799
"Theropoda",16.8413227075558
"Sauropoda",16.8737883611954
"Ankylosauria",27.6607498631237
"Sauropoda",12.1540133624748
"Ankylosauria",20.1892263534148
"Theropoda",26.6276883253527
"Ankylosauria",22.0380658793324
"Theropoda",11.8945757363085
"Stegosauria",19.0924546082636
"Ankylosauria",24.372610534474
"Theropoda",22.553796924897
"Sauropoda",18.2269472824876
"Stegosauria",23.3895952317343
"Stegosauria",23.850882532182
"Ankylosauria",18.1468408491936
"Ankylosauria",23.8158881991947
"Sauropoda",15.572432915535
"Sauropoda",27.8401670270012
"Sauropoda",20.9267687779297
"Ankylosauria",22.6828273134041
"Sauropoda",23.9300015609054
"Stegosauria",21.0044175699081
"Ankylosauria",18.6813835750387
"Ankylosauria",16.2340449525892
"Ankylosauria",19.1585172262723
"Ankylosauria",14.8969020846806
"Stegosauria",23.5498309948661
"Stegosauria",18.2411002041508
"Theropoda",15.7414410582398
"Sauropoda",14.1474123564636
"Ankylosauria",13.9297018500181
"Stegosauria",18.4347786887541
"Stegosauria",20.907548785857
"Ankylosauria",18.292702778241
"Theropoda",15.6343707536247
"Theropoda",21.2678301605472
"Stegosauria",20.8149496921653
"Sauropoda",22.7410842547103
"Theropoda",17.0033674311934
"Theropoda",15.6348064459606
"Sauropoda",16.3104063196286
"Theropoda",18.3763825700783
"Sauropoda",14.2775975363976
"Theropoda",20.3640579733909
"Sauropoda",19.7791113202072
"Theropoda",18.5916634966409
"Stegosauria",19.7527926322572
"Sauropoda",23.5686344660694
"Ankylosauria",21.0927772157337
"Stegosauria",19.1962925175788
"Sauropoda",21.3088014552306
"Sauropoda",14.7173479030015
"Sauropoda",16.6967757708902
"Stegosauria",21.3287259384798
"Sauropoda",20.105810156028
"Sauropoda",22.0509873303512
"Stegosauria",6.52800894044007
"Ankylosauria",24.7660861669831
"Stegosauria",13.9494549646222
"Stegosauria",16.0159983227197
"Theropoda",25.6392821738194
"Sauropoda",13.3675632458976
"Stegosauria",25.4637986345216
"Ankylosauria",17.6086165388895
"Theropoda",21.2323677185137
"Stegosauria",19.4077970627993
"Theropoda",17.7321352912926
"Sauropoda",16.4578571512963
"Stegosauria",21.1323471878961
"Ankylosauria",19.2031336001771
"Stegosauria",16.9126348439285
"Sauropoda",13.0128919699339
"Ankylosauria",22.8848362713049
"Sauropoda",22.6442859772444
"Sauropoda",11.5543212705771
"Sauropoda",18.7237176199661
"Ankylosauria",21.6425615998917
"Theropoda",14.3258448810929
"Ankylosauria",24.8941472568472
"Sauropoda",23.3442746653373
"Stegosauria",16.1932326474503
"Theropoda",17.6482206562202
"Stegosauria",16.9982201767895
"Theropoda",22.7894377212002
"Ankylosauria",21.8066408369105
"Theropoda",18.5109607485088
"Theropoda",21.8376432815685
"Stegosauria",16.4865946585541
"Stegosauria",17.726415787057
"Theropoda",17.0522682602665
"Sauropoda",17.4290404138446
"Stegosauria",17.7416737537811
"Ankylosauria",20.0439088809595
"Sauropoda",14.3939113824178
"Stegosauria",20.49420907362
"Theropoda",20.9885629001197
"Sauropoda",19.5000860263704
"Ankylosauria",25.2830068247747
"Stegosauria",17.5246717154327
"Sauropoda",13.4174678182148
"Ankylosauria",19.2156884272174
"Sauropoda",15.6438018430964
"Sauropoda",17.1531656210454
"Ankylosauria",28.921318405599
"Theropoda",19.0985173240699
"Theropoda",21.5435048668332
"Sauropoda",24.7189446767955
"Theropoda",16.8820508672097
"Stegosauria",19.3823100247075
"Theropoda",21.6786047942898
"Theropoda",21.7460226583108
"Theropoda",18.2276403767344
"Stegosauria",22.5599462484743
"Stegosauria",19.1840221615308
"Stegosauria",18.1777374671347
"Stegosauria",23.0665276303744
"Theropoda",20.7721651066918
"Theropoda",22.6326516891905
"Sauropoda",19.076144163505
"Stegosauria",27.7243711255622
"Sauropoda",20.2889792253104
"Sauropoda",14.2123860053889
"Theropoda",19.4504687253406
"Ankylosauria",22.5176988936476
"Stegosauria",23.1507422816393
"Ankylosauria",16.7514255243172
"Theropoda",13.8883463534785
"Stegosauria",18.5265891102002
"Ankylosauria",25.5111995140274
"Theropoda",17.4483910785083
"Theropoda",15.4629056310333
"Stegosauria",22.3719355472267
"Stegosauria",20.3056391471412
"Ankylosauria",15.2991125512954
"Stegosauria",21.5537372444241
"Theropoda",18.4411592776508
"Sauropoda",23.4279557468226
"Ankylosauria",18.4042047501714
"Theropoda",18.3091187213654
"Theropoda",15.1037910031692
"Ankylosauria",21.1280454726991
"Ankylosauria",23.9764321990829
"Theropoda",20.9196478013332
"Stegosauria",17.718086047686
"Theropoda",14.7553495949606
"Ankylosauria",21.4240065565585
"Ankylosauria",19.4474375222517
"Ankylosauria",14.5528513416684
"Theropoda",23.9601254886551
"Theropoda",16.5172316621905
"Theropoda",16.6105363303895
"Theropoda",20.0667240643536
"Ankylosauria",21.6620991662621
"Ankylosauria",18.2932860178044
"Sauropoda",13.3664275554076
"Stegosauria",20.8125422064719
"Ankylosauria",24.0961919121428
"Theropoda",17.4899517073274
"Sauropoda",18.7639872095775
"Sauropoda",17.0607660094121
"Sauropoda",11.2144379021425
"Theropoda",22.9129568021894
"Theropoda",20.2792571300556
"Sauropoda",22.2985602568427
"Ankylosauria",17.154489531217
"Ankylosauria",16.1864432802316
"Sauropoda",27.3634209398564
"Ankylosauria",22.9716639359666
"Sauropoda",20.8679392521381
"Theropoda",27.71118206178
"Ankylosauria",13.7927337155117
"Ankylosauria",17.5668022982272
"Sauropoda",17.8353606882066
"Ankylosauria",25.8829536201077
"Theropoda",22.8012145814507
"Theropoda",22.6117164311262
"Stegosauria",21.6553091958208
"Ankylosauria",25.5429556785237
"Ankylosauria",19.0591724365882
"Stegosauria",20.5633932587803
"Ankylosauria",21.2544842821394
"Theropoda",23.3334914503872
"Sauropoda",20.4912837405396
"Stegosauria",18.4767695700755
"Sauropoda",26.682534233583
"Theropoda",23.2983826123056
"Ankylosauria",22.2808927700354
"Sauropoda",20.548214693838
"Sauropoda",21.4960013703711
"Sauropoda",16.7453170221946
"Sauropoda",20.2259189428994
"Stegosauria",22.8209390251171
"Sauropoda",24.8981802111137
"Theropoda",27.2779699390684
"Ankylosauria",21.1606209715382
"Sauropoda",20.917672483736
"Ankylosauria",19.4340402665243
"Stegosauria",23.7341455532127
"Ankylosauria",17.5494655116733
"Stegosauria",24.9182621334509
"Theropoda",17.3723960353935
"Stegosauria",18.9769563502577
"Ankylosauria",18.844081868823
"Stegosauria",23.8908390956831
"Ankylosauria",19.6400038923831
"Theropoda",27.8078099875689
"Ankylosauria",27.198110242755
"Sauropoda",16.0264259798239
"Sauropoda",25.5133514666882
"Stegosauria",15.6148045118841
"Sauropoda",19.2656513857145
"Stegosauria",15.790534251403
"Theropoda",21.9784441796413
"Ankylosauria",20.0334972488914
"Ankylosauria",20.5690703113396
"Sauropoda",17.8116866250902
"Theropoda",29.2770115105557
"Theropoda",22.5022561192193
"Sauropoda",21.1995210034188
"Theropoda",12.1037784687991
"Stegosauria",14.8628246403647
"Ankylosauria",20.5626411160364
"Ankylosauria",14.3913954846032
"Stegosauria",24.1749018736326
"Theropoda",26.2806323335863
"Stegosauria",21.9435763697622
"Stegosauria",22.5869019530683
"Ankylosauria",20.4771586854533
"Theropoda",18.666860527115
"Stegosauria",22.7378704409733
"Stegosauria",17.2341418309657
"Stegosauria",18.4477077093305
"Ankylosauria",18.0336312069815
"Ankylosauria",19.2162904956238
"Sauropoda",12.4233377428846
"Sauropoda",25.5656328095573
"Ankylosauria",20.637214879159
"Ankylosauria",17.9724645615943
"Theropoda",20.8602537874103
"Stegosauria",19.0667447556158
"Sauropoda",19.8946072770386
"Sauropoda",17.8784755097836
"Ankylosauria",12.3862864011846
