continent	status	order	family	genus	species	mass	reference
AUS	historical	Dasyuromorphia	Thylacinidae	Thylacinus	cynocephalus	30000	1, 3
AUS	extinct	Diprotodontia	-999	Diprotodon	minor	900000	13, 16
AUS	extinct	Diprotodontia	-999	Diprotodon	optatum	1500000	6, 13, 16
AUS	extinct	Diprotodontia	-999	Euowenia	grata	750000	13, 14, 16
AUS	extinct	Diprotodontia	-999	Euryzygoma	dunese	500000	16
AUS	extinct	Diprotodontia	-999	Nototherium	mitchelli	500000	11, 16
AUS	extinct	Diprotodontia	-999	Palorchestes	azeal	500000	1, 16
AUS	extinct	Diprotodontia	-999	Palorchestes	parvus	100000	13, 16
AUS	extinct	Diprotodontia	-999	Zygomaturus	trilobus	750000	13, 16
AUS	extant	Diprotodontia	Arcobatidae	Acrobates	pygmaeus	12	59
AUS	extant	Diprotodontia	Burramyidae	Burramys	parvus	41.5	59
AUS	extant	Diprotodontia	Burramyidae	Cercartetus	caudatus	30	59
AUS	extant	Diprotodontia	Burramyidae	Cercartetus	concinnus	13	59
AUS	extant	Diprotodontia	Burramyidae	Cercartetus	lepidus	7	59
AUS	extant	Diprotodontia	Burramyidae	Cercartetus	nanus	24	59
AUS	extant	Diprotodontia	Macropodidae	Dendrolagus	bennettianus	10950	59
AUS	extant	Diprotodontia	Macropodidae	Dendrolagus	lumholtzi	6750	59
AUS	extinct	Diprotodontia	Macropodidae	Kangurus	congrous	40000	16
AUS	extant	Diprotodontia	Macropodidae	Lagorchestes	conspicillatus	3050	59
AUS	extant	Diprotodontia	Macropodidae	Lagorchestes	hirsutus	1265	59
AUS	historical	Diprotodontia	Macropodidae	Lagorchestes	leporides	3000	3
AUS	historical	Diprotodontia	Macropodidae	Lagorchestes	asomatus	1500	59
AUS	extant	Diprotodontia	Macropodidae	Lagostrophus	fasciatus	1700	59
AUS	extant	Diprotodontia	Macropodidae	Macropus	agilis	15000	59
AUS	extant	Diprotodontia	Macropodidae	Macropus	antilopinus	27250	59
AUS	extant	Diprotodontia	Macropodidae	Macropus	bernardus	17000	59
AUS	extant	Diprotodontia	Macropodidae	Macropus	dorsalis	11250	59
AUS	extant	Diprotodontia	Macropodidae	Macropus	eugenii	6500	59
AUS	extant	Diprotodontia	Macropodidae	Macropus	fuliginosus	22000	59
AUS	extant	Diprotodontia	Macropodidae	Macropus	giganteus	25875	59
AUS	extant	Diprotodontia	Macropodidae	Macropus	irma	8000	59
AUS	extant	Diprotodontia	Macropodidae	Macropus	parma	4500	59
AUS	extant	Diprotodontia	Macropodidae	Macropus	parryi	13500	59
AUS	extant	Diprotodontia	Macropodidae	Macropus	robustus	21262.5	59
AUS	extant	Diprotodontia	Macropodidae	Macropus	rufogriseus	16850	59
AUS	extant	Diprotodontia	Macropodidae	Macropus	rufus	46250	59
AUS	extinct	Diprotodontia	Macropodidae	Macropus	pearsoni	150000	11, 16
AUS	extinct	Diprotodontia	Macropodidae	Macropus	piltonesis	30000	11, 16
AUS	extinct	Diprotodontia	Macropodidae	Macropus	ferragus	150000	13, 15, 16
AUS	extinct	Diprotodontia	Macropodidae	Macropus	thor	30000	13, 16
AUS	historical	Diprotodontia	Macropodidae	Macropus	greyi	10000	3, 17
AUS	extant	Diprotodontia	Macropodidae	Onychogalea	fraenata	5500	59
AUS	extant	Diprotodontia	Macropodidae	Onychogalea	unguifera	6650	59
AUS	historical	Diprotodontia	Macropodidae	Onychogalea	lunata	3500	3
AUS	extant	Diprotodontia	Macropodidae	Petrogale	assimilis	4500	59
AUS	extant	Diprotodontia	Macropodidae	Petrogale	brachyotis	4050	59
AUS	extant	Diprotodontia	Macropodidae	Petrogale	burbidgei	1258	59
AUS	extant	Diprotodontia	Macropodidae	Petrogale	concinna	1400	59
AUS	extant	Diprotodontia	Macropodidae	Petrogale	godmani	4750	59
AUS	extant	Diprotodontia	Macropodidae	Petrogale	inornata	4600	59
AUS	extant	Diprotodontia	Macropodidae	Petrogale	lateralis	4625	59
AUS	extant	Diprotodontia	Macropodidae	Petrogale	penicillata	7100	59
AUS	extant	Diprotodontia	Macropodidae	Petrogale	persephone	6200	59
AUS	extant	Diprotodontia	Macropodidae	Petrogale	rothschildi	3400	59
AUS	extant	Diprotodontia	Macropodidae	Petrogale	xanthopus	8500	59
AUS	extinct	Diprotodontia	Macropodidae	Procoptodon	goliah	250000	13, 16
AUS	extinct	Diprotodontia	Macropodidae	Procoptodon	pusio	75000	13, 16
AUS	extinct	Diprotodontia	Macropodidae	Procoptodon	rapha	150000	13, 16
AUS	extinct	Diprotodontia	Macropodidae	Procoptodon	texasensis	150000	13, 16
AUS	extinct	Diprotodontia	Macropodidae	Protemnodon	brehus	100000	11, 16
AUS	extinct	Diprotodontia	Macropodidae	Protemnodon	roechus	90000	11, 16
AUS	extinct	Diprotodontia	Macropodidae	Protemnodon	anak	100000	13, 16
AUS	extant	Diprotodontia	Macropodidae	Setonix	brachyurus	3250	59
AUS	extinct	Diprotodontia	Macropodidae	Simosthenurus	brownei	50000	11, 16
AUS	extinct	Diprotodontia	Macropodidae	Simosthenurus	maddocki	50000	11, 16
AUS	extinct	Diprotodontia	Macropodidae	Simosthenurus	orientalis	75000	11, 16
AUS	extinct	Diprotodontia	Macropodidae	Simosthenurus	pales	150000	11, 16
AUS	extinct	Diprotodontia	Macropodidae	Simosthenurus	gilli	30000	13, 16
AUS	extinct	Diprotodontia	Macropodidae	Simosthenurus	occidentalis	50000	13, 16
AUS	extinct	Diprotodontia	Macropodidae	Sthenurus	stirlingi	150000	16
AUS	extinct	Diprotodontia	Macropodidae	Sthenurus	andersoni	50000	11, 16
AUS	extinct	Diprotodontia	Macropodidae	Sthenurus	atlas	150000	11, 16
AUS	extinct	Diprotodontia	Macropodidae	Sthenurus	oreas	100000	11, 16
AUS	extinct	Diprotodontia	Macropodidae	Sthenurus	tindalei	100000	11, 16
AUS	extant	Diprotodontia	Macropodidae	Thylogale	billardierii	5450	59
AUS	extant	Diprotodontia	Macropodidae	Thylogale	stigmatica	4600	59
AUS	extant	Diprotodontia	Macropodidae	Thylogale	thetis	5400	59
AUS	extinct	Diprotodontia	Macropodidae	Troposodon	minor	40000	11, 16
AUS	extant	Diprotodontia	Macropodidae	Wallabia	bicolor	15000	59
AUS	extant	Diprotodontia	Petauridae	Dactylopsila	trivirgata	423	59
AUS	extant	Diprotodontia	Petauridae	Gymnobelideus	leadbeateri	127	59
AUS	extant	Diprotodontia	Petauridae	Petaurus	australis	575	59
AUS	extant	Diprotodontia	Petauridae	Petaurus	breviceps	127.5	59
AUS	extant	Diprotodontia	Petauridae	Petaurus	gracilis	353	59
AUS	extant	Diprotodontia	Petauridae	Petaurus	norfolcensis	230	59
AUS	extant	Diprotodontia	Phalangeridae	Phalanger	orientalis	1850	59
AUS	extant	Diprotodontia	Phalangeridae	Spilocuscus	maculatus	6400	59
AUS	extant	Diprotodontia	Phalangeridae	Trichosurus	caninus	3500	59
AUS	extant	Diprotodontia	Phalangeridae	Trichosurus	vulpecula	2650	59
AUS	extant	Diprotodontia	Phalangeridae	Trichosurus	arnhemensis	1300	75
AUS	extant	Diprotodontia	Phalangeridae	Wyulda	squamicaudata	1675	59
AUS	extant	Diprotodontia	Phascolarctidae	Phascolarctos	cinereus	10250	59
AUS	extant	Diprotodontia	Potoroidae	Aepyprymnus	rufescens	3250	59
AUS	extant	Diprotodontia	Potoroidae	Bettongia	gaimardi	1660	59
AUS	extant	Diprotodontia	Potoroidae	Bettongia	lesueur	1500	59
AUS	extant	Diprotodontia	Potoroidae	Bettongia	penicillata	1300	59
AUS	historical	Diprotodontia	Potoroidae	Caloprymnus	campestris	900	3, 20
AUS	extant	Diprotodontia	Potoroidae	Hypsiprymnodon	moschatus	520	59
AUS	extinct	Diprotodontia	Potoroidae	N. gen	spp.	5000	16
AUS	extant	Diprotodontia	Potoroidae	Potorous	longipes	1900	59
AUS	extant	Diprotodontia	Potoroidae	Potorous	tridactylus	1100	59
AUS	historical	Diprotodontia	Potoroidae	Potorous	platyops	500	3, 21
AUS	extinct	Diprotodontia	Potoroidae	Propleopus	oscillans	40000	16
AUS	extant	Diprotodontia	Psuedocheiridae	Hemibelideus	lemuroides	952.5	59
AUS	extant	Diprotodontia	Psuedocheiridae	Petauroides	volans	1300	59
AUS	extant	Diprotodontia	Psuedocheiridae	Petropseudes	dahli	1640	59
AUS	extant	Diprotodontia	Psuedocheiridae	Pseudocheirus	herbertensis	1115	59
AUS	extant	Diprotodontia	Psuedocheiridae	Pseudocheirus	peregrinus	900	59
AUS	extant	Diprotodontia	Psuedocheiridae	Pseudochirops	archeri	1091.5	59
AUS	extant	Diprotodontia	Tarsipedidae	Tarsipes	rostratus	9	59
AUS	extant	Diprotodontia	Vombatidae	Lasiorhinus	krefftii	2900	59
AUS	extant	Diprotodontia	Vombatidae	Lasiorhinus	latifrons	25500	59
AUS	extinct	Diprotodontia	Vombatidae	Lasiorhinus	angustidens	50000	16
AUS	extinct	Diprotodontia	Vombatidae	Phascolomys	medius	50000	13, 16
AUS	extinct	Diprotodontia	Vombatidae	Phascolonus	gigas	200000	13, 16
AUS	extinct	Diprotodontia	Vombatidae	Ramsaya	magna	100000	16
AUS	extant	Diprotodontia	Vombatidae	Vombatus	ursinus	26000	59
AUS	extinct	Diprotodontia	Vombatidae	Vombatus	hacketti	30000	13, 16
AUS	extinct	Diprotodontia	Vombatidae	Warenja	wakefieldi	10000	16
AUS	extant	Lagomorpha	Leporidae	Lepus	capensis	4000	59
AUS	introduction	Lagomorpha	Leporidae	Oryctolagus	cuniculus	1580	59
AUS	extant	Monotremata	Ornithorhynchidae	Ornithorhynchus	anatinus	1484.3	59
AUS	extinct	Monotremata	Tachyglossidae	Megalibgwilia	ramsayi	10000	13, 16
AUS	extant	Monotremata	Tachyglossidae	Tachyglossus	aculeatus	4500	59
AUS	extinct	Monotremata	Tachyglossidae	Zaglossus	hacketti	30000	13, 16
AUS	extant	Notoryctemorphia	Notoryctidae	Notoryctes	caurinus	-999	-999
AUS	extant	Notoryctemorphia	Notoryctidae	Notoryctes	typhlops	55	59
AUS	historical	Peramelemorphia	Peramelidae	Chaeropus	ecaudatus	200	3, 19
AUS	extant	Peramelemorphia	Peramelidae	Isoodon	auratus	425	59
AUS	extant	Peramelemorphia	Peramelidae	Isoodon	macrourus	1600	59
AUS	extant	Peramelemorphia	Peramelidae	Isoodon	obesulus	775	59
AUS	extant	Peramelemorphia	Peramelidae	Macrotis	lagotis	1350	59
AUS	historical	Peramelemorphia	Peramelidae	Macrotis	leucura	354	3, 18
AUS	extant	Peramelemorphia	Peramelidae	Perameles	bougainville	226	59
AUS	extant	Peramelemorphia	Peramelidae	Perameles	gunnii	870	59
AUS	extant	Peramelemorphia	Peramelidae	Perameles	nasuta	975	59
AUS	historical	Peramelemorphia	Peramelidae	Perameles	eremiana	500	4
AUS	extant	Peramelemorphia	Peroryctidae	Echymipera	rufescens	1100	59
AUS	extinct	Peramelemorphia	Thylacoleonidae	Thylacoleo	carnifex	115000	13, 16, 22
AUS	introduction	Perissodactyla	Equidae	Equus	asinus	325000	59
AUS	extant	Rodentia	Muridae	Conilurus	penicillatus	153.5	59
AUS	historical	Rodentia	Muridae	Conilurus	albipes	200	3
AUS	extant	Rodentia	Muridae	Hydromys	chrysogaster	606	59
AUS	extant	Rodentia	Muridae	Leggadina	forresti	20	59
AUS	extant	Rodentia	Muridae	Leggadina	lakedownensis	17.5	59
AUS	extant	Rodentia	Muridae	Leporillus	conditor	350	59
AUS	historical	Rodentia	Muridae	Leporillus	apicalis	150	3
AUS	extant	Rodentia	Muridae	Melomys	burtoni	68.5	59
AUS	extant	Rodentia	Muridae	Melomys	capensis	70	59
AUS	extant	Rodentia	Muridae	Melomys	cervinipes	78	59
AUS	extant	Rodentia	Muridae	Melomys	rubicola	100	59
AUS	extant	Rodentia	Muridae	Mesembriomys	gouldii	716.5	59
AUS	extant	Rodentia	Muridae	Mesembriomys	macrurus	267	59
AUS	introduction	Rodentia	Muridae	Mus	musculus	16.5	59
AUS	extant	Rodentia	Muridae	Notomys	alexis	35	59
AUS	extant	Rodentia	Muridae	Notomys	aquilo	39	59
AUS	extant	Rodentia	Muridae	Notomys	cervinus	35	59
AUS	extant	Rodentia	Muridae	Notomys	fuscus	35	59
AUS	extant	Rodentia	Muridae	Notomys	mitchellii	52	59
AUS	historical	Rodentia	Muridae	Notomys	macrotis	90	3
AUS	historical	Rodentia	Muridae	Notomys	mordax	90	4
AUS	historical	Rodentia	Muridae	Notomys	longicaudatus	100	59
AUS	historical	Rodentia	Muridae	Notomys	amplus	90	3, 59
AUS	historical	Rodentia	Muridae	Notomys	spp1	500	4, 59
AUS	extant	Rodentia	Muridae	Pogonomys	macrourus	63	59
AUS	extant	Rodentia	Muridae	Pseudomys	patrius	-999	-999
AUS	extant	Rodentia	Muridae	Pseudomys	praeconis	-999	-999
AUS	extant	Rodentia	Muridae	Pseudomys	albocinereus	30.5	59
AUS	extant	Rodentia	Muridae	Pseudomys	apodemoides	20	59
AUS	extant	Rodentia	Muridae	Pseudomys	australis	65	59
AUS	extant	Rodentia	Muridae	Pseudomys	bolami	15.5	59
AUS	extant	Rodentia	Muridae	Pseudomys	chapmani	12	59
AUS	extant	Rodentia	Muridae	Pseudomys	delicatulus	11	59
AUS	extant	Rodentia	Muridae	Pseudomys	desertor	25	59
AUS	extant	Rodentia	Muridae	Pseudomys	fumeus	70	59
AUS	extant	Rodentia	Muridae	Pseudomys	fuscus	122	59
AUS	extant	Rodentia	Muridae	Pseudomys	gracilicaudatus	74.8	59
AUS	extant	Rodentia	Muridae	Pseudomys	hermannsburgensis	12	59
AUS	extant	Rodentia	Muridae	Pseudomys	higginsi	67	59
AUS	extant	Rodentia	Muridae	Pseudomys	johnsoni	12	59
AUS	extant	Rodentia	Muridae	Pseudomys	laborifex	12	59
AUS	extant	Rodentia	Muridae	Pseudomys	nanus	34	59
AUS	extant	Rodentia	Muridae	Pseudomys	novaehollandiae	20	59
AUS	extant	Rodentia	Muridae	Pseudomys	occidentalis	34	59
AUS	extant	Rodentia	Muridae	Pseudomys	oralis	95	59
AUS	extant	Rodentia	Muridae	Pseudomys	pilligaensis	11	59
AUS	extant	Rodentia	Muridae	Pseudomys	shortridgei	70	59
AUS	historical	Rodentia	Muridae	Pseudomys	glaucus	-999	-999
AUS	historical	Rodentia	Muridae	Pseudomys	gouldii	50	3
AUS	historical	Rodentia	Muridae	Pseudomys	fieldi	45	59
AUS	historical	Rodentia	Muridae	Pseudomys	spp 1	50	4, 59
AUS	extant	Rodentia	Muridae	Rattus	colletti	61	59
AUS	extant	Rodentia	Muridae	Rattus	exulans	40	59
AUS	extant	Rodentia	Muridae	Rattus	fuscipes	133	59
AUS	extant	Rodentia	Muridae	Rattus	leucopus	132	59
AUS	extant	Rodentia	Muridae	Rattus	lutreolus	106	59
AUS	extant	Rodentia	Muridae	Rattus	sordidus	157.5	59
AUS	extant	Rodentia	Muridae	Rattus	tunneyi	124	59
AUS	extant	Rodentia	Muridae	Rattus	villosissimus	134	59
AUS	introduction	Rodentia	Muridae	Rattus	norvegicus	320	59
AUS	introduction	Rodentia	Muridae	Rattus	rattus	280	59
AUS	extant	Rodentia	Muridae	Uromys	caudimaculatus	646	59
AUS	extant	Rodentia	Muridae	Uromys	hadrourus	194	59
AUS	extant	Rodentia	Muridae	Xeromys	myoides	41	59
AUS	extant	Rodentia	Muridae	Zyzomys	argurus	36	59
AUS	extant	Rodentia	Muridae	Zyzomys	maini	94	59
AUS	extant	Rodentia	Muridae	Zyzomys	palatilis	123	59
AUS	extant	Rodentia	Muridae	Zyzomys	pedunculatus	100	59
AUS	extant	Rodentia	Muridae	Zyzomys	woodwardi	136	59
AUS	extant	Sirenia	Dugongidae	Dugong	dugon	420000	59
EA	extant	Artiodactyla	Bovidae	Antilope	cervicapra	37500	68
EA	extant	Artiodactyla	Bovidae	Bison	bonasus	500000	68
EA	extant	Artiodactyla	Bovidae	Bos	frontalis	800000	68
EA	extant	Artiodactyla	Bovidae	Bos	grunniens	333000	68
EA	extant	Artiodactyla	Bovidae	Bos	javanicus	700000	75
EA	extant	Artiodactyla	Bovidae	Bos	sauveli	800000	136
EA	historical	Artiodactyla	Bovidae	Bos	taurus	900000	114
EA	extant	Artiodactyla	Bovidae	Boselaphus	tragocamelus	169000	68
EA	extant	Artiodactyla	Bovidae	Bubalus	mephistopheles	-999	-999
EA	extant	Artiodactyla	Bovidae	Bubalus	bubalis	37500	111
EA	extant	Artiodactyla	Bovidae	Budorcas	taxicolor	302000	68
EA	extant	Artiodactyla	Bovidae	Capra	caucasica	55000	68
EA	extant	Artiodactyla	Bovidae	Capra	cylindricornis	50000	68
EA	extant	Artiodactyla	Bovidae	Capra	falconeri	41000	68
EA	extant	Artiodactyla	Bovidae	Capra	sibirica	130000	104
EA	extant	Artiodactyla	Bovidae	Capra	hircus	75000	111
EA	extant	Artiodactyla	Bovidae	Capra	pyrenaica	50000	134
EA	extant	Artiodactyla	Bovidae	Capra	nubiana	46250	136
EA	extant	Artiodactyla	Bovidae	Capra	ibex	69333.3	114, 115
EA	extant	Artiodactyla	Bovidae	Gazella	subgutturosa	28500	91
EA	extant	Artiodactyla	Bovidae	Gazella	gazella	23000	115
EA	extant	Artiodactyla	Bovidae	Gazella	bennettii	18916.7	133
EA	extant	Artiodactyla	Bovidae	Gazella	saudiya	16000	143
EA	historical	Artiodactyla	Bovidae	Gazella	bilkis	48500	56
EA	historical	Artiodactyla	Bovidae	Gazella	arabica	12000	143
EA	extant	Artiodactyla	Bovidae	Hemitragus	jemlahicus	35200	68
EA	extant	Artiodactyla	Bovidae	Hemitragus	hylocrius	75000	136
EA	extant	Artiodactyla	Bovidae	Hemitragus	jayakari	23000	136
EA	extant	Artiodactyla	Bovidae	Naemorhedus	baileyi	-999	-999
EA	extant	Artiodactyla	Bovidae	Naemorhedus	goral	28500	68
EA	extant	Artiodactyla	Bovidae	Naemorhedus	sumatraensis	87500	68
EA	extant	Artiodactyla	Bovidae	Naemorhedus	caudatus	27000	144
EA	extant	Artiodactyla	Bovidae	Oryx	dammah	200000	60
EA	extant	Artiodactyla	Bovidae	Oryx	leucoryx	87700	68
EA	extant	Artiodactyla	Bovidae	Ovibos	moschatus	312500	111
EA	extant	Artiodactyla	Bovidae	Ovis	vignei	60000	56
EA	extant	Artiodactyla	Bovidae	Ovis	ammon	180000	68
EA	extant	Artiodactyla	Bovidae	Ovis	aries	50000	68
EA	extant	Artiodactyla	Bovidae	Ovis	nivicola	90000	135
EA	extant	Artiodactyla	Bovidae	Pantholops	hodgsonii	27500	68
EA	extant	Artiodactyla	Bovidae	Procapra	gutturosa	27750	95
EA	extant	Artiodactyla	Bovidae	Procapra	picticaudata	20000	136
EA	extant	Artiodactyla	Bovidae	Procapra	przewalskii	27500	141
EA	extant	Artiodactyla	Bovidae	Pseudois	nayaur	45000	68
EA	extant	Artiodactyla	Bovidae	Pseudois	schaeferi	29250	80
EA	extant	Artiodactyla	Bovidae	Rupicapra	rupicapra	26100	68
EA	extant	Artiodactyla	Bovidae	Rupicapra	pyrenaica	30000	141
EA	extant	Artiodactyla	Bovidae	Saiga	tatarica	29000	68
EA	extant	Artiodactyla	Bovidae	Tetracerus	quadricornis	19000	68
EA	extant	Artiodactyla	Camelidae	Camelus	bactrianus	690000	-999
EA	extant	Artiodactyla	Camelidae	Camelus	dromedarius	402000	75
EA	extant	Artiodactyla	Cervidae	Alces	alces	355000	111
EA	extant	Artiodactyla	Cervidae	Axis	axis	70000	75
EA	extant	Artiodactyla	Cervidae	Axis	porcinus	35000	59, 117
EA	extant	Artiodactyla	Cervidae	Capreolus	pygargus	-999	-999
EA	extant	Artiodactyla	Cervidae	Capreolus	capreolus	22500	68
EA	extant	Artiodactyla	Cervidae	Cervus	albirostris	125000	68
EA	extant	Artiodactyla	Cervidae	Cervus	duvaucelii	143000	68
EA	extant	Artiodactyla	Cervidae	Cervus	eldii	73000	68
EA	extant	Artiodactyla	Cervidae	Cervus	nippon	53000	68
EA	extant	Artiodactyla	Cervidae	Cervus	elaphus	166562.5	111, 114
EA	extant	Artiodactyla	Cervidae	Cervus	unicolor	211620	59, 118, 133
EA	historical	Artiodactyla	Cervidae	Cervus	schomburgki	-999	-999
EA	extant	Artiodactyla	Cervidae	Dama	mesopotamica	-999	-999
EA	extant	Artiodactyla	Cervidae	Dama	dama	56250	111
EA	extant	Artiodactyla	Cervidae	Elaphodus	cephalophus	33500	68
EA	extant	Artiodactyla	Cervidae	Elaphurus	davidianus	149000	68
EA	extant	Artiodactyla	Cervidae	Hydropotes	inermis	14000	68
EA	extant	Artiodactyla	Cervidae	Muntiacus	crinifrons	-999	-999
EA	extant	Artiodactyla	Cervidae	Muntiacus	gongshanensis	-999	-999
EA	extant	Artiodactyla	Cervidae	Muntiacus	muntjak	14000	68
EA	extant	Artiodactyla	Cervidae	Muntiacus	reevesi	13500	134
EA	extant	Artiodactyla	Cervidae	Muntiacus	feae	22000	144, 146
EA	extant	Artiodactyla	Moschidae	Moschus	berezovskii	-999	-999
EA	extant	Artiodactyla	Moschidae	Moschus	fuscus	-999	-999
EA	extant	Artiodactyla	Moschidae	Moschus	moschiferus	13000	68
EA	extant	Artiodactyla	Moschidae	Moschus	chrysogaster	14500	147
EA	extant	Artiodactyla	Suidae	Sus	bucculentus	-999	-999
EA	extant	Artiodactyla	Suidae	Sus	salvanius	7718	133
EA	extant	Artiodactyla	Suidae	Sus	scrofa	117285.7	111, 114, 115
EA	extant	Artiodactyla	Suidae	Sus	barbatus	96666.7	118, 119
EA	extant	Artiodactyla	Tragulidae	Moschiola	meminna	2450	68
EA	extant	Artiodactyla	Tragulidae	Tragulus	javanicus	3300	68
EA	extant	Artiodactyla	Tragulidae	Tragulus	napu	5900	68
EA	extant	Carnivora	Canidae	Alopex	lagopus	6285.3	111, 133
EA	extant	Carnivora	Canidae	Canis	lupus	37000	111, 114, 115
EA	extant	Carnivora	Canidae	Canis	aureus	11958.3	111, 114, 115, 131
EA	extant	Carnivora	Canidae	Cuon	alpinus	12760	68
EA	extant	Carnivora	Canidae	Nyctereutes	procyonoides	4040	68
EA	extant	Carnivora	Canidae	Vulpes	cana	1000	68
EA	extant	Carnivora	Canidae	Vulpes	corsac	2400	75
EA	extant	Carnivora	Canidae	Vulpes	rueppelli	3250	117
EA	extant	Carnivora	Canidae	Vulpes	ferrilata	5000	137
EA	extant	Carnivora	Canidae	Vulpes	vulpes	6333.3	111, 114, 115
EA	extant	Carnivora	Canidae	Vulpes	bengalensis	2726	115, 133
EA	extant	Carnivora	Felidae	Acinonyx	jubatus	50000	63, 70, 115
EA	extant	Carnivora	Felidae	Caracal	caracal	13749.9	63, 70, 115
EA	extant	Carnivora	Felidae	Catopuma	temminckii	11500	68
EA	extant	Carnivora	Felidae	Felis	margarita	2525	117
EA	extant	Carnivora	Felidae	Felis	bieti	5500	141
EA	extant	Carnivora	Felidae	Felis	silvestris	6400	111, 114
EA	extant	Carnivora	Felidae	Felis	chaus	7257	115, 117, 133
EA	extant	Carnivora	Felidae	Lynx	lynx	17950	68
EA	extant	Carnivora	Felidae	Lynx	pardinus	9400	68
EA	extant	Carnivora	Felidae	Neofelis	nebulosa	19500	68
EA	extant	Carnivora	Felidae	Otocolobus	manul	3500	68
EA	extant	Carnivora	Felidae	Panthera	pardus	45500	115
EA	extant	Carnivora	Felidae	Panthera	leo	161499.1	63, 70, 115
EA	extant	Carnivora	Felidae	Panthera	tigris	162564	75, 133
EA	extant	Carnivora	Felidae	Pardofelis	marmorata	3250	115, 119
EA	extant	Carnivora	Felidae	Prionailurus	bengalensis	3300	68
EA	extant	Carnivora	Felidae	Prionailurus	rubiginosus	1350	68
EA	extant	Carnivora	Felidae	Prionailurus	viverrinus	10850	68
EA	extant	Carnivora	Felidae	Uncia	uncia	44167	68
EA	extant	Carnivora	Herpestidae	Herpestes	palustris	-999	-999
EA	extant	Carnivora	Herpestidae	Herpestes	javanicus	750	68
EA	extant	Carnivora	Herpestidae	Herpestes	ichneumon	7500	111
EA	extant	Carnivora	Herpestidae	Herpestes	brachyurus	2000	119
EA	extant	Carnivora	Herpestidae	Herpestes	smithii	1861.4	131
EA	extant	Carnivora	Herpestidae	Herpestes	urva	1863.2	115, 120, 133
EA	extant	Carnivora	Herpestidae	Herpestes	edwardsii	1324.2	115, 131
EA	extant	Carnivora	Herpestidae	Herpestes	vitticollis	2994.7	115, 131, 133
EA	extant	Carnivora	Hyaenidae	Hyaena	hyaena	37410	117, 131
EA	extant	Carnivora	Mustelidae	Amblonyx	cinereus	3990.4	115, 119, 131
EA	extant	Carnivora	Mustelidae	Arctonyx	collaris	6356	131
EA	extant	Carnivora	Mustelidae	Gulo	gulo	19500	111
EA	extant	Carnivora	Mustelidae	Ictonyx	libyca	3500	115, 117
EA	extant	Carnivora	Mustelidae	Lutra	lutra	10999.9	65
EA	extant	Carnivora	Mustelidae	Lutra	sumatrana	5500	119
EA	extant	Carnivora	Mustelidae	Lutrogale	perspicillata	9000	68
EA	extant	Carnivora	Mustelidae	Martes	flavigula	2500	68
EA	extant	Carnivora	Mustelidae	Martes	martes	1300	68
EA	extant	Carnivora	Mustelidae	Martes	zibellina	1130	68
EA	extant	Carnivora	Mustelidae	Martes	gwatkinsii	2043	131
EA	extant	Carnivora	Mustelidae	Martes	melampus	1000	141
EA	extant	Carnivora	Mustelidae	Martes	foina	1540.8	111, 114, 117
EA	extant	Carnivora	Mustelidae	Meles	meles	13000	68
EA	extant	Carnivora	Mustelidae	Mellivora	capensis	9000	115
EA	extant	Carnivora	Mustelidae	Melogale	moschata	938.5	101
EA	extant	Carnivora	Mustelidae	Melogale	personata	1702.5	131
EA	extant	Carnivora	Mustelidae	Mustela	strigidorsa	-999	-999
EA	extant	Carnivora	Mustelidae	Mustela	altaica	171	68
EA	extant	Carnivora	Mustelidae	Mustela	eversmannii	1350	68
EA	extant	Carnivora	Mustelidae	Mustela	lutreola	440	68
EA	extant	Carnivora	Mustelidae	Mustela	sibirica	405	68
EA	extant	Carnivora	Mustelidae	Mustela	nudipes	500	119
EA	extant	Carnivora	Mustelidae	Mustela	kathiah	208.1	131
EA	extant	Carnivora	Mustelidae	Mustela	erminea	168.8	111, 114
EA	extant	Carnivora	Mustelidae	Mustela	nivalis	77.3	111, 114
EA	extant	Carnivora	Mustelidae	Mustela	putorius	730.8	111, 114
EA	extant	Carnivora	Mustelidae	Vormela	peregusna	543	68
EA	extant	Carnivora	Odobenidae	Odobenus	rosmarus	825000	68
EA	extant	Carnivora	Otariidae	Eumetopias	jubatus	310000	68
EA	extant	Carnivora	Phocidae	Cystophora	cristata	375000	111
EA	extant	Carnivora	Phocidae	Erignathus	barbatus	280000	68
EA	extant	Carnivora	Phocidae	Halichoerus	grypus	157667	68
EA	extant	Carnivora	Phocidae	Monachus	monachus	310000	11
EA	extant	Carnivora	Phocidae	Phoca	caspica	86000	68
EA	extant	Carnivora	Phocidae	Phoca	fasciata	90000	68
EA	extant	Carnivora	Phocidae	Phoca	groenlandica	120000	68
EA	extant	Carnivora	Phocidae	Phoca	hispida	90900	68
EA	extant	Carnivora	Phocidae	Phoca	sibirica	90000	68
EA	extant	Carnivora	Phocidae	Phoca	vitulina	100000	68
EA	extant	Carnivora	Phocidae	Phoca	largha	150000	137
EA	extant	Carnivora	Ursidae	Ailuropoda	melanoleuca	108400	68
EA	extant	Carnivora	Ursidae	Ailurus	fulgens	4900	68
EA	extant	Carnivora	Ursidae	Helarctos	malayanus	46000	68
EA	extant	Carnivora	Ursidae	Melursus	ursinus	100000	68
EA	extant	Carnivora	Ursidae	Ursus	thibetanus	77500	68
EA	extant	Carnivora	Ursidae	Ursus	maritimus	425000	111
